reaction,direction,reaction_def
R12012,reverse,C21847 + C00035 => C21848 + C21846
R12015_v1,forward,2C00080 + C00156 + C00005 + C01324 + C00007 + Z00013 => 2C00001 + C21850 + C00006 + Z00013
R12016_v1,forward,2C00080 + C21850 + C00005 + C01324 + C00007 + Z00013 => 2C00001 + C14521 + C00006 + C00011 + Z00013
R12017_v1,forward,C00857 + C00288 + Z00029 => C00020 + C21851 + Z00029
R12017_v1,reverse,C00020 + C21851 + Z00029 => C00857 + C00288 + Z00029
R12018_v1,forward,2C00005 + 2C01324 + 2C00007 + 4C00080 + C00230 + Z00013 => 2C00006 + 4C00001 + C21852 + C00011 + Z00013
R12019_v1,forward,2C00080 + C00230 + C00005 + C01324 + C00007 + Z00013 => 2C00001 + C21853 + C00006 + Z00013
R12020_v1,forward,2C00080 + C21853 + C00005 + C01324 + C00007 + Z00013 => 2C00001 + C21852 + C00006 + C00011 + Z00013
R12021,forward,C12483 + C01352 + C00698 + C00007 => 2C00001 + C21855 + C00016
R12022,forward,C21855 + C01352 + C00698 + C00007 => 2C00001 + C21856 + C00016
R12023,forward,2C01352 + 2C00698 + 2C00007 + C12483 => 2C00016 + 4C00001 + C21856
R12024,forward,C21858 + C00001 => C00026 + C01419
R12024,reverse,C00026 + C01419 => C21858 + C00001
R12025,forward,C21859 + C00003 => C06644 + C00004 + C00080
R12025,reverse,C06644 + C00004 + C00080 => C21859 + C00003
R12026_v1,forward,C00003 + C00037 + C00283 + Z00015 => 3C00001 + C00153 + C20784 + Z00015
R12027_v1,forward,C12483 + C01352 + C01324 + C00007 + Z00003 => 2C00001 + C21862 + C00016 + Z00003
R12028_v1,forward,C21862 + C01352 + C01324 + C00007 + Z00003 => 2C00001 + C21863 + C00016 + Z00003
R12029_v1,forward,C21863 + C01352 + C01324 + C00007 + Z00003 => 2C00001 + C21864 + C00016 + Z00003
R12030_v1,forward,3C01352 + 3C01324 + 3C00007 + C12483 + Z00003 => 3C00016 + 6C00001 + C21864 + Z00003
R12031,forward,C00078 + C01352 + C00698 + C00007 + C00080 => 2C00001 + C21865 + C00016
R12032,forward,C00078 + C01352 + C00698 + C00007 + C00080 => 2C00001 + C21866 + C00016
R12033,forward,C00525 + C01352 + C00698 + C00007 + C00080 => 2C00001 + C21867 + C00016
R12034,forward,C19687 + C01352 + C00698 + C00007 + C00080 => 2C00001 + C21868 + C00016
R12035_v1,forward,2C00003 + C00108 + C04203 + Z00014 => 2C00004 + 2C00080 + C19459 + Z00014
R12045,forward,C00029 + C21871 => C00015 + C21872
R12045,reverse,C00015 + C21872 => C00029 + C21871
R12046,forward,C12249 + C02199 => C21833 + C00015
R12046,reverse,C21833 + C00015 => C12249 + C02199
R12047,forward,C16911 + C00029 => C21854 + C00015
R12047,reverse,C21854 + C00015 => C16911 + C00029
R12048,forward,C00412 + C00005 + C00080 + C00007 => 2C00001 + C00510 + C00006
R12049,forward,2C00083 + C02247 => 3C00011 + 3C00010 + C21873
R12049,reverse,3C00011 + 3C00010 + C21873 => 2C00083 + C02247
R12050,forward,C21873 + C00448 => C10641 + C00013
R12050,reverse,C10641 + C00013 => C21873 + C00448
R12051,forward,C10641 + C00005 + C00080 + C00007 => C21330 + C00006 + C00001
R12052,forward,C21140 + C00005 + C00080 + C00007 => C21874 + C00006 + C00001
R12053,forward,C21140 + C00004 + C00080 + C00007 => C21874 + C00003 + C00001
R12054,forward,C21874 => C21875
R12054,reverse,C21875 => C21874
R12055,forward,C00073 + C00331 => C01180 + C00078
R12055,reverse,C01180 + C00078 => C00073 + C00331
R12056,forward,C00002 + C00148 => C00013 + C20656
R12056,reverse,C00013 + C20656 => C00002 + C00148
R12057,forward,C20656 + C21097 => C00020 + C12470
R12057,reverse,C00020 + C12470 => C20656 + C21097
R12058_v1,forward,2C00007 + 2C03024 + C20145 + Z00010 => 2C03161 + 2C00001 + C21831 + Z00010
R12059,forward,C00002 + C21851 => C00013 + C21877
R12059,reverse,C00013 + C21877 => C00002 + C21851
R12060,forward,C21877 + C02743 => C00020 + C21880
R12060,reverse,C00020 + C21880 => C21877 + C02743
R12061,forward,C21880 => C21861 + C21878
R12061,reverse,C21861 + C21878 => C21880
R12062,forward,C02743 + C21851 + C00002 => C21861 + C21878 + C00020 + C00013
R12062,reverse,C21861 + C21878 + C00020 + C00013 => C02743 + C21851 + C00002
R12063,forward,C00002 + C21878 => C00013 + C21879
R12063,reverse,C00013 + C21879 => C00002 + C21878
R12064,forward,C21879 + C02743 => C00020 + C21881
R12064,reverse,C00020 + C21881 => C21879 + C02743
R12065,forward,C21881 => C21861 + C21767
R12065,reverse,C21861 + C21767 => C21881
R12066,forward,C02743 + C21878 + C00002 => C21861 + C21851 + C00020 + C00013
R12066,reverse,C21861 + C21851 + C00020 + C00013 => C02743 + C21878 + C00002
R12067_v1,forward,C19859 + C00030 + C00007 + Z00015 => C21860 + C00028 + C00001 + Z00015
R12067_v2,forward,C19859 + C00030 + C00007 + Z00013 => C21860 + C00028 + C00001 + Z00013
R12069_v1,forward,C21876 + C03024 + C00007 + Z00010 => C21882 + C03161 + C00001 + Z00010
R12070_v1,forward,C01779 + C03024 + C00007 + Z00010 => C21883 + C03161 + C00001 + Z00010
R12071_v1,forward,C21876 + C03024 + C00007 + Z00010 => C21884 + C03161 + C00001 + Z00010
R12072_v1,forward,C00638 + C03024 + C00007 + Z00010 => C21886 + C03161 + C00001 + Z00010
R12073_v1,forward,2C00138 + C21527 + C00007 + Z00010 => 2C00139 + C21885 + C00001 + Z00010
R12074,forward,2C00138 + 2C00080 + C21888 + C00007 => 2C00139 + 2C00001 + C21887
R12076_v1,forward,C21889 + C00026 + C00007 + Z00015 => 2C00011 + C21890 + C00042 + C00001 + Z00015
R12081_v1,forward,C21889 + C00026 + C00007 + Z00015 => C21891 + C00042 + C00011 + C00001 + Z00015
R12082_v1,forward,C21892 + C00026 + C00007 + Z00015 => 2C00011 + C21893 + C00042 + C00001 + Z00015
R12083_v1,forward,C21892 + C00026 + C00007 + Z00015 => 2C00011 + C21894 + C00042 + C00001 + Z00015
R12084_v1,forward,2C00138 + 2C00080 + 40C00002 + 40C00001 + C00697 + Z00015 + C01251 + Z00002 + Z00062 + Z00029 => 2C00139 + 3C00282 + 2C00014 + 40C00008 + 40C00009 + Z00015 + C01251 + Z00002 + Z00062 + Z00029
R12084_v1,reverse,2C00139 + 3C00282 + 2C00014 + 40C00008 + 40C00009 + Z00015 + C01251 + Z00002 + Z00062 + Z00029 => 2C00138 + 2C00080 + 40C00002 + 40C00001 + C00697 + Z00015 + C01251 + Z00002 + Z00062 + Z00029
R12085,forward,C00024 + C01165 => C00010 + C01250
R12085,reverse,C00010 + C01250 => C00024 + C01165
R12086,forward,C21680 + C00173 => C21672 + C00229
R12086,reverse,C21672 + C00229 => C21680 + C00173
R12087,forward,2C21895 => C21896 + C02183
R12087,reverse,C21896 + C02183 => 2C21895
R12088,forward,C00029 + C00774 => C00015 + C01604
R12088,reverse,C00015 + C01604 => C00029 + C00774
R12089,forward,C00341 + C21893 => C21837 + C00013
R12089,reverse,C21837 + C00013 => C00341 + C21893
R12090_v1,forward,C21897 + C00006 + Z00014 => C20379 + C00005 + C00080 + Z00014
R12090_v1,reverse,C20379 + C00005 + C00080 + Z00014 => C21897 + C00006 + Z00014
R12091,forward,C21897 + C00080 => C20409 + C00001
R12091,reverse,C20409 + C00001 => C21897 + C00080
R12092_v1,forward,C01005 + C00320 + Z00035 => C05824 + C00009 + Z00035
R12092_v1,reverse,C05824 + C00009 + Z00035 => C01005 + C00320 + Z00035
R12094,forward,C20379 + C00080 => C20457 + C00001
R12095,forward,C11544 + C00001 => C00159 + C00258
R12095,reverse,C00159 + C00258 => C11544 + C00001
R12096_v1,forward,C21815 + C00001 + Z00030 => C21898 + C00059 + Z00030
R12096_v1,reverse,C21898 + C00059 + Z00030 => C21815 + C00001 + Z00030
R12097_v1,forward,C21899 + C00001 + Z00030 => C21814 + C00059 + Z00030
R12097_v1,reverse,C21814 + C00059 + Z00030 => C21899 + C00001 + Z00030
R12098,forward,C00019 + C00001 => C00212 + C00073
R12098,reverse,C00212 + C00073 => C00019 + C00001
R12099_v1,forward,C00002 + C21900 + Z00054 => C00013 + C21901 + Z00054
R12099_v1,reverse,C00013 + C21901 + Z00054 => C00002 + C21900 + Z00054
R12100,forward,C00167 + C01246 => C00015 + C21902
R12100,reverse,C00015 + C21902 => C00167 + C01246
R12101_v1,forward,C20406 + C00007 + Z00019 + Z00013 => C21903 + C00027 + Z00019 + Z00013
R12102,forward,C21903 => C06972 + C00011
R12102,reverse,C06972 + C00011 => C21903
R12103,forward,C10784 => C07578 + C00011
R12103,reverse,C07578 + C00011 => C10784
R12104,reverse,C09131 => C20410
R12105_v1,forward,C21905 + C00003 + Z00021 => C21906 + C00004 + C00080 + Z00021
R12105_v1,reverse,C21906 + C00004 + C00080 + Z00021 => C21905 + C00003 + Z00021
R12105_v2,forward,C21905 + C00003 + Z00019 => C21906 + C00004 + C00080 + Z00019
R12105_v2,reverse,C21906 + C00004 + C00080 + Z00019 => C21905 + C00003 + Z00019
R12105_v3,forward,C21905 + C00003 + Z00013 => C21906 + C00004 + C00080 + Z00013
R12105_v3,reverse,C21906 + C00004 + C00080 + Z00013 => C21905 + C00003 + Z00013
R12106_v1,forward,C21906 + C00003 + Z00021 => C21472 + C00004 + C00080 + Z00021
R12106_v1,reverse,C21472 + C00004 + C00080 + Z00021 => C21906 + C00003 + Z00021
R12106_v2,forward,C21906 + C00003 + Z00019 => C21472 + C00004 + C00080 + Z00019
R12106_v2,reverse,C21472 + C00004 + C00080 + Z00019 => C21906 + C00003 + Z00019
R12106_v3,forward,C21906 + C00003 + Z00013 => C21472 + C00004 + C00080 + Z00013
R12106_v3,reverse,C21472 + C00004 + C00080 + Z00013 => C21906 + C00003 + Z00013
R12107_v1,forward,C21907 + C00003 + Z00021 => C21908 + C00004 + C00080 + Z00021
R12107_v1,reverse,C21908 + C00004 + C00080 + Z00021 => C21907 + C00003 + Z00021
R12107_v2,forward,C21907 + C00003 + Z00019 => C21908 + C00004 + C00080 + Z00019
R12107_v2,reverse,C21908 + C00004 + C00080 + Z00019 => C21907 + C00003 + Z00019
R12107_v3,forward,C21907 + C00003 + Z00013 => C21908 + C00004 + C00080 + Z00013
R12107_v3,reverse,C21908 + C00004 + C00080 + Z00013 => C21907 + C00003 + Z00013
R12108_v1,forward,C21908 + C00003 + Z00021 => C21470 + C00004 + C00080 + Z00021
R12108_v1,reverse,C21470 + C00004 + C00080 + Z00021 => C21908 + C00003 + Z00021
R12108_v2,forward,C21908 + C00003 + Z00019 => C21470 + C00004 + C00080 + Z00019
R12108_v2,reverse,C21470 + C00004 + C00080 + Z00019 => C21908 + C00003 + Z00019
R12108_v3,forward,C21908 + C00003 + Z00013 => C21470 + C00004 + C00080 + Z00013
R12108_v3,reverse,C21470 + C00004 + C00080 + Z00013 => C21908 + C00003 + Z00013
R12109_v1,forward,C21910 + C00003 + Z00002 + Z00014 + Z00013 + Z00019 => C21469 + C00004 + C00080 + Z00002 + Z00014 + Z00013 + Z00019
R12109_v1,reverse,C21469 + C00004 + C00080 + Z00002 + Z00014 + Z00013 + Z00019 => C21910 + C00003 + Z00002 + Z00014 + Z00013 + Z00019
R12110_v1,forward,C21909 + C00003 + Z00002 + Z00014 + Z00013 + Z00019 => C21471 + C00004 + C00080 + Z00002 + Z00014 + Z00013 + Z00019
R12110_v1,reverse,C21471 + C00004 + C00080 + Z00002 + Z00014 + Z00013 + Z00019 => C21909 + C00003 + Z00002 + Z00014 + Z00013 + Z00019
R12111_v1,forward,C21911 + C00003 + Z00002 + Z00014 + Z00013 => C21912 + C00004 + C00080 + Z00002 + Z00014 + Z00013
R12111_v1,reverse,C21912 + C00004 + C00080 + Z00002 + Z00014 + Z00013 => C21911 + C00003 + Z00002 + Z00014 + Z00013
R12112,forward,C21913 + C00006 => C00223 + C00005 + C00080
R12112,reverse,C00223 + C00005 + C00080 => C21913 + C00006
R12113,forward,C21914 + C00006 => C00406 + C00005 + C00080
R12113,reverse,C00406 + C00005 + C00080 => C21914 + C00006
R12114,forward,C21805 + C00001 => C21646 + C00009
R12114,reverse,C21646 + C00009 => C21805 + C00001
R12115,forward,2C00028 + C21915 => 2C00030 + C21916
R12115,reverse,2C00030 + C21916 => 2C00028 + C21915
R12116,forward,2C00028 + C21915 => 2C00030 + C21917
R12116,reverse,2C00030 + C21917 => 2C00028 + C21915
R12117,forward,3C00083 + C21913 => 4C00010 + 3C00011 + C00774
R12117,reverse,4C00010 + 3C00011 + C00774 => 3C00083 + C21913
R12118_v1,forward,3C03024 + 3C00007 + C21918 + Z00010 => 3C03161 + 4C00001 + C21919 + C00058 + Z00010
R12119_v1,forward,C21918 + C03024 + C00007 + Z00010 => C21920 + C03161 + C00001 + Z00010
R12120_v1,forward,C21920 + C03024 + C00007 + Z00010 => 2C00001 + C21921 + C03161 + Z00010
R12121_v1,forward,C21921 + C03024 + C00007 + Z00010 => C21919 + C00058 + C03161 + C00001 + Z00010
R12123_v1,forward,C11887 + C03024 + C00007 + Z00010 => C06087 + C03161 + C00001 + Z00010
R12124,forward,C11556 + C00001 => C04549 + C00009
R12125,forward,C19761 + C00001 => C19784 + C00009
R12125,reverse,C19784 + C00009 => C19761 + C00001
R12126,forward,C00590 => C05366
R12127,forward,C10556 => C10874
R12130_v1,forward,C19677 + C03024 + C00007 + Z00010 => C19678 + C03161 + C00001 + Z00010
R12131_v1,forward,C19678 + C03024 + C00007 + Z00010 => C21922 + C03161 + C00001 + Z00010
R12132_v1,forward,C21922 + Z00010 => C09382 + C00001 + Z00010
R12132_v1,reverse,C09382 + C00001 + Z00010 => C21922 + Z00010
R12133_v1,forward,2C05357 + C01468 + C00001 + Z00025 + Z00022 + Z00013 + Z00010 => 2C05358 + 2C00080 + C17467 + Z00025 + Z00022 + Z00013 + Z00010
R12133_v1,reverse,2C05358 + 2C00080 + C17467 + Z00025 + Z00022 + Z00013 + Z00010 => 2C05357 + C01468 + C00001 + Z00025 + Z00022 + Z00013 + Z00010
R12134_v1,forward,2C05357 + C17467 + Z00025 + Z00022 + Z00013 + Z00010 => 2C05358 + 2C00080 + C00633 + Z00025 + Z00022 + Z00013 + Z00010
R12134_v1,reverse,2C05358 + 2C00080 + C00633 + Z00025 + Z00022 + Z00013 + Z00010 => 2C05357 + C17467 + Z00025 + Z00022 + Z00013 + Z00010
R12135,forward,C19730 => C08588
R12136,forward,C19731 => C17055
R12137,reverse,C17062 => C17055
R12138,forward,C11809 + C00019 => C15985 + C00021
R12138,reverse,C15985 + C00021 => C11809 + C00019
R12140,forward,C04672 + C00001 => C21923
R12140,reverse,C21923 => C04672 + C00001
R12141,forward,C21923 + C00005 + C00080 => C21924 + C00006
R12141,reverse,C21924 + C00006 => C21923 + C00005 + C00080
R12144_v1,forward,4C00125 + C01115 + Z00013 => 4C00126 + 4C00080 + C05422 + Z00013
R12144_v1,reverse,4C00126 + 4C00080 + C05422 + Z00013 => 4C00125 + C01115 + Z00013
R12145,forward,C00590 => C20455
R12146_v1,forward,C15930 + C00003 + Z00054 => C00558 + C00004 + C00080 + Z00054
R12146_v1,reverse,C00558 + C00004 + C00080 + Z00054 => C15930 + C00003 + Z00054
R12147_v1,forward,C07138 + C00007 + Z00015 => C21928 + Z00015
R12148,forward,C00002 + C21925 + C00229 => C00020 + C00013 + C21927
R12148,reverse,C00020 + C00013 + C21927 => C00002 + C21925 + C00229
R12149_v1,forward,C21929 + C01847 + C00007 + Z00032 => C21930 + C00061 + C00001 + Z00032
R12150,forward,C00082 + C00199 => C21889 + C05235 + C00067 + C00009 + C00001
R12150,reverse,C21889 + C05235 + C00067 + C00009 + C00001 => C00082 + C00199
R12151,forward,C00078 + C00199 => C21892 + C05235 + C00067 + C00009 + C00001
R12151,reverse,C21892 + C05235 + C00067 + C00009 + C00001 => C00078 + C00199
R12152,reverse,C04677 + C04666 + C00001 => C04916 + C00014
R12153_v1,forward,C05366 + C03024 + C00007 + Z00010 => 2C00001 + C21954 + C03161 + Z00010
R12154_v1,forward,C21954 + C03024 + C00007 + Z00010 => 2C00001 + C10882 + C03161 + Z00010
R12155,forward,C21955 + C00001 => C15930
R12155,reverse,C15930 => C21955 + C00001
R12156,forward,C01825 + C00006 => C21955 + C00005 + C00080
R12156,reverse,C21955 + C00005 + C00080 => C01825 + C00006
R12157,forward,C00019 + C21956 => C00021 + C21957
R12157,reverse,C00021 + C21957 => C00019 + C21956
R12158,forward,C00019 + C21957 => C00021 + C16789
R12158,reverse,C00021 + C16789 => C00019 + C21957
R12159,forward,C01944 + C21968 => C00010 + C21969
R12159,reverse,C00010 + C21969 => C01944 + C21968
R12160,forward,C00029 + C21498 => C00015 + C21970
R12160,reverse,C00015 + C21970 => C00029 + C21498
R12161_v1,forward,C04732 + C00082 + C00019 + Z00002 => C21971 + C15809 + C00073 + C05198 + Z00002
R12161_v1,reverse,C21971 + C15809 + C00073 + C05198 + Z00002 => C04732 + C00082 + C00019 + Z00002
R12161_v2,forward,C04732 + C00082 + C00019 + Z00063 => C21971 + C15809 + C00073 + C05198 + Z00063
R12161_v2,reverse,C21971 + C15809 + C00073 + C05198 + Z00063 => C04732 + C00082 + C00019 + Z00063
R12162_v1,forward,C21971 + C00019 + Z00002 => C19154 + C00014 + C00073 + C05198 + Z00002
R12162_v1,reverse,C19154 + C00014 + C00073 + C05198 + Z00002 => C21971 + C00019 + Z00002
R12163_v1,forward,2C00125 + C21972 + C00320 + Z00025 => 2C00126 + 2C00080 + C21815 + Z00025
R12163_v1,reverse,2C00126 + 2C00080 + C21815 + Z00025 => 2C00125 + C21972 + C00320 + Z00025
R12164_v1,forward,2C00125 + C21898 + C00320 + Z00025 => 2C00126 + 2C00080 + C21899 + Z00025
R12164_v1,reverse,2C00126 + 2C00080 + C21899 + Z00025 => 2C00125 + C21898 + C00320 + Z00025
R12165_v1,forward,C21973 + C00026 + C00007 + C00698 + Z00015 => C21974 + C00042 + C00011 + C00001 + Z00015
R12166_v1,forward,C21840 + C00026 + C00007 + C00698 + Z00015 => C21975 + C00042 + C00011 + C00001 + Z00015
R12167_v1,forward,2C00999 + 2C00080 + C00510 + C00007 + Z00032 + Z00015 + Z00025 => 2C00996 + 2C00001 + C21935 + Z00032 + Z00015 + Z00025
R12168_v1,forward,2C00999 + 2C00080 + C16530 + C00007 + Z00032 + Z00015 + Z00025 => 2C00996 + 2C00001 + C21937 + Z00032 + Z00015 + Z00025
R12169_v1,forward,2C00999 + 2C00080 + C21937 + C00007 + Z00025 => 2C00996 + 2C00001 + C21939 + Z00025
R12170_v1,forward,2C00999 + 2C00080 + C16179 + C00007 + Z00032 + Z00015 + Z00025 => 2C00996 + 2C00001 + C16164 + Z00032 + Z00015 + Z00025
R12171_v1,forward,2C00999 + 2C00080 + C16180 + C00007 + Z00032 + Z00015 + Z00025 => 2C00996 + 2C00001 + C03595 + Z00032 + Z00015 + Z00025
R12172_v1,forward,2C00999 + 2C00080 + C00154 + C00007 + Z00032 + Z00015 + Z00025 => 2C00996 + 2C00001 + C21943 + Z00032 + Z00015 + Z00025
R12173_v1,forward,2C00999 + 2C00080 + C00154 + C00007 + Z00032 + Z00015 + Z00025 => 2C00996 + 2C00001 + C21072 + Z00032 + Z00015 + Z00025
R12176_v1,forward,C21976 + C00026 + C00007 + C00698 + Z00015 => C21977 + C00042 + C00011 + C00001 + Z00015
R12177_v1,forward,C20834 + C00030 + C00007 + Z00025 => C21978 + C00028 + C00001 + Z00025
R12178_v1,forward,C21978 + C00030 + C00007 + Z00025 => C21979 + C00028 + C00001 + Z00025
R12180,forward,C08592 => C08583
R12182_v1,forward,C06070 + C03024 + C00007 + Z00010 => C20789 + C03161 + C00001 + Z00010
R12183_v1,forward,2C00002 + 2C00541 + C03024 + Z00006 + Z00030 => 2C00536 + 2C00194 + C03161 + Z00006 + Z00030
R12184_v1,forward,2C00002 + 2C06504 + C03024 + Z00006 + Z00030 => 2C00536 + 2C06506 + C03161 + Z00006 + Z00030
R12185,forward,C00014 + C00288 => C01563 + C00001
R12185,reverse,C01563 + C00001 => C00014 + C00288
R12187,forward,C03889 + C04919 => C04233 + C21982
R12187,reverse,C04233 + C21982 => C03889 + C04919
R12188_v1,reverse,C00145 + C00014 + C00022 + Z00035 => C02882 + C00001 + Z00035
R12193,forward,C04088 + C22068 => C21999 + C00229
R12193,reverse,C21999 + C00229 => C04088 + C22068
R12194,forward,C05761 + C21999 => C21988 + C00229
R12194,reverse,C21988 + C00229 => C05761 + C21999
R12196,forward,C06026 + C00001 => C21992 + C22000
R12196,reverse,C21992 + C22000 => C06026 + C00001
R12197,forward,C05761 + C20933 => C21991 + C00229
R12197,reverse,C21991 + C00229 => C05761 + C20933
R12198,forward,C21982 + C00001 => C21983 + C22001
R12198,reverse,C21983 + C22001 => C21982 + C00001
R12199,forward,C04919 + C00001 => C21984 + C22001
R12199,reverse,C21984 + C22001 => C04919 + C00001
R12200,forward,C03889 + C21984 => C04233 + C21983
R12200,reverse,C04233 + C21983 => C03889 + C21984
R12201,forward,C21988 + C00001 => C21994 + C00009
R12201,reverse,C21994 + C00009 => C21988 + C00001
R12202,forward,C00350 + C21994 => C00165 + C21995
R12202,reverse,C00165 + C21995 => C00350 + C21994
R12203,forward,C21996 + C00001 => C21997 + C00009
R12203,reverse,C21997 + C00009 => C21996 + C00001
R12204,forward,C21997 + C00001 => C21998 + C22026
R12204,reverse,C21998 + C22026 => C21997 + C00001
R12205,forward,2C00999 + 2C00080 + C02050 + C00007 => 2C00996 + 2C00001 + C16162
R12206,forward,C03889 + C19884 => C04233 + C22002
R12206,reverse,C04233 + C22002 => C03889 + C19884
R12207,forward,C16157 + C21982 => C22002 + C17556
R12207,reverse,C22002 + C17556 => C16157 + C21982
R12208,forward,C04831 + C00001 => C04720 + C00031
R12208,reverse,C04720 + C00031 => C04831 + C00001
R12209,forward,C15772 + C00001 => C15770 + C00031
R12209,reverse,C15770 + C00031 => C15772 + C00001
R12210,forward,C06026 + C00026 + C00007 => C22003 + C00042 + C00011
R12211,forward,C03889 + C06026 => C04233 + C21993
R12211,reverse,C04233 + C21993 => C03889 + C06026
R12212_v1,forward,2C01330 + C00036 + Z00005 => 2C01330 + C00022 + C00011 + Z00005
R12212_v1,reverse,2C01330 + C00022 + C00011 + Z00005 => 2C01330 + C00036 + Z00005
R12213,forward,C00509 + C00019 => C05334 + C00021
R12213,reverse,C05334 + C00021 => C00509 + C00019
R12214_v1,forward,C01672 + C00026 + Z00035 => C12455 + C00025 + Z00035
R12214_v1,reverse,C12455 + C00025 + Z00035 => C01672 + C00026 + Z00035
R12215,forward,C12455 + C00003 + C00001 => C00431 + C00004 + C00080
R12215,reverse,C00431 + C00004 + C00080 => C12455 + C00003 + C00001
R12216_v1,forward,C00489 + C00026 + C00007 + Z00015 => C03196 + C00042 + C00011 + Z00015
R12217_v1,forward,C03196 + C15602 + Z00013 => C00026 + C15603 + Z00013
R12218_v1,forward,C00766 + C03024 + C00007 + Z00010 => C22005 + C03161 + C00001 + Z00010
R12219,forward,C21995 + C00001 => C21996 + C01187
R12219,reverse,C21996 + C01187 => C21995 + C00001
R12220,forward,C00352 => C06377
R12220,reverse,C06377 => C00352
R12221,forward,C06377 => C22029
R12221,reverse,C22029 => C06377
R12222_v1,forward,C01752 + C00026 + C00007 + Z00015 + Z00004 => C09265 + C00042 + C00011 + Z00015 + Z00004
R12223_v1,forward,C09265 + C03024 + C00007 + Z00010 => C22007 + C03161 + C00001 + Z00010
R12224_v1,forward,C22008 + C00007 + C03024 + Z00010 => C22009 + C00001 + C03161 + Z00010
R12225_v1,forward,C22009 + C00007 + C03024 + Z00010 => C22010 + C00001 + C03161 + Z00010
R12226_v1,forward,3C00007 + 3C03024 + C19752 + Z00010 => 4C00001 + 3C03161 + C22011 + Z00010
R12227_v1,forward,C19752 + C00007 + C03024 + Z00010 => C22012 + C00001 + C03161 + Z00010
R12228_v1,forward,C22012 + C00007 + C03024 + Z00010 => 2C00001 + C22013 + C03161 + Z00010
R12229_v1,forward,C22013 + C00007 + C03024 + Z00010 => C22011 + C00001 + C03161 + Z00010
R12231_v1,forward,C09804 + C03024 + C00007 + Z00010 => C22014 + C03161 + C00001 + Z00010
R12232_v1,forward,C22015 + C03024 + C00007 + Z00010 => C22016 + C03161 + C00001 + Z00010
R12233,forward,2C00999 + 2C00080 + C22017 + C00007 => 2C00996 + 2C00001 + C22018
R12234,forward,2C00999 + 2C00080 + C22019 + C00007 => 2C00996 + 2C00001 + C22020
R12235,forward,C22021 + C00006 + C00020 + C00013 => C00082 + C00005 + C00080 + C00002
R12235,reverse,C00082 + C00005 + C00080 + C00002 => C22021 + C00006 + C00020 + C00013
R12236,forward,C22023 + C00003 => C22022 + C00004 + C00080
R12236,reverse,C22022 + C00004 + C00080 => C22023 + C00003
R12237,forward,C22024 + C00006 + C00001 => C22025 + C00022 + C00005 + C00080
R12237,reverse,C22025 + C00022 + C00005 + C00080 => C22024 + C00006 + C00001
R12238,forward,2C00019 + C00828 + C02745 => C00021 + C00073 + C05198 + C22027 + C02869
R12238,reverse,C00021 + C00073 + C05198 + C22027 + C02869 => 2C00019 + C00828 + C02745
R12239,forward,2C00019 + C05818 + C02745 => C00021 + C00073 + C05198 + C22028 + C02869
R12239,reverse,C00021 + C00073 + C05198 + C22028 + C02869 => 2C00019 + C05818 + C02745
R12240,forward,C00173 + C00009 => C02133 + C00229
R12240,reverse,C02133 + C00229 => C00173 + C00009
R12241,forward,C02133 + C00093 => C00681 + C00009
R12242,forward,C00024 + C22029 => C00010 + C18060
R12242,reverse,C00010 + C18060 => C00024 + C22029
R12243,forward,C11546 + C00009 => C00103 + C00116
R12243,reverse,C00103 + C00116 => C11546 + C00009
R12245,forward,C00002 + C22030 => C00008 + C03373
R12245,reverse,C00008 + C03373 => C00002 + C22030
R12246,forward,C00002 + C22031 => C00008 + C22032
R12246,reverse,C00008 + C22032 => C00002 + C22031
R12247,forward,C00063 + C21785 => C00013 + C22033
R12247,reverse,C00013 + C22033 => C00063 + C21785
R12248_v1,forward,C22034 + C00001 + Z00054 => C22035 + Z00054
R12248_v1,reverse,C22035 + Z00054 => C22034 + C00001 + Z00054
R12249_v1,forward,C22036 + C00001 + Z00054 => C22037 + Z00054
R12249_v1,reverse,C22037 + Z00054 => C22036 + C00001 + Z00054
R12250,forward,C19792 + C00001 => C00031 + C00258
R12250,reverse,C00031 + C00258 => C19792 + C00001
R12251,forward,C22033 + C00001 => C22031 + C00025
R12251,reverse,C22031 + C00025 => C22033 + C00001
R12252,forward,C22038 + C00006 => C04045 + C00005 + C00080
R12252,reverse,C04045 + C00005 + C00080 => C22038 + C00006
R12253_v1,forward,C22014 + C03024 + C00007 + Z00010 => 2C00001 + C06070 + C03161 + Z00010
R12254,forward,C03657 => C22039
R12254,reverse,C22039 => C03657
R12255,forward,C05427 + C22039 => C13309 + C00013 + C00011
R12255,reverse,C13309 + C00013 + C00011 => C05427 + C22039
R12256,forward,C22006 + C00003 => C00331 + C00004 + C00080
R12256,reverse,C00331 + C00004 + C00080 => C22006 + C00003
R12257,forward,C21657 => C01372 + C00011
R12257,reverse,C01372 + C00011 => C21657
R12258_v1,forward,C06089 + Z00029 => C22008 + C00013 + Z00029
R12258_v1,reverse,C22008 + C00013 + Z00029 => C06089 + Z00029
R12259_v1,forward,2C00001 + C00448 + Z00030 => C22043 + C00013 + Z00030
R12259_v1,reverse,C22043 + C00013 + Z00030 => 2C00001 + C00448 + Z00030
R12260_v1,forward,C00448 + Z00030 => C22044 + C00013 + Z00030
R12260_v1,reverse,C22044 + C00013 + Z00030 => C00448 + Z00030
