i,n_swapped,n_kinases_to_ATP,n_ligases_to_ATP,swapped,n_compounds,n_reactions,R00200,R01523,R06836,R01053,R04144,R04208,R04463,R04591,R06974,R06975
721,6,2,4,"R00200,R06836,R01053,R04208,R04591,R06974",429,1210,1,0,1,1,0,1,0,1,1,0
722,6,2,4,"R00200,R06836,R01053,R04208,R04591,R06975",429,1210,1,0,1,1,0,1,0,1,0,1
723,6,2,4,"R00200,R06836,R01053,R04208,R06974,R06975",429,1210,1,0,1,1,0,1,0,0,1,1
724,6,2,4,"R00200,R06836,R01053,R04463,R04591,R06974",429,1210,1,0,1,1,0,0,1,1,1,0
725,6,2,4,"R00200,R06836,R01053,R04463,R04591,R06975",429,1210,1,0,1,1,0,0,1,1,0,1
726,6,2,4,"R00200,R06836,R01053,R04463,R06974,R06975",429,1210,1,0,1,1,0,0,1,0,1,1
727,6,2,4,"R00200,R06836,R01053,R04591,R06974,R06975",429,1210,1,0,1,1,0,0,0,1,1,1
728,6,2,4,"R00200,R06836,R04144,R04208,R04463,R04591",437,1251,1,0,1,0,1,1,1,1,0,0
729,6,2,4,"R00200,R06836,R04144,R04208,R04463,R06974",437,1251,1,0,1,0,1,1,1,0,1,0
730,6,2,4,"R00200,R06836,R04144,R04208,R04463,R06975",437,1251,1,0,1,0,1,1,1,0,0,1
731,6,2,4,"R00200,R06836,R04144,R04208,R04591,R06974",437,1251,1,0,1,0,1,1,0,1,1,0
732,6,2,4,"R00200,R06836,R04144,R04208,R04591,R06975",437,1251,1,0,1,0,1,1,0,1,0,1
733,6,2,4,"R00200,R06836,R04144,R04208,R06974,R06975",437,1251,1,0,1,0,1,1,0,0,1,1
734,6,2,4,"R00200,R06836,R04144,R04463,R04591,R06974",437,1251,1,0,1,0,1,0,1,1,1,0
735,6,2,4,"R00200,R06836,R04144,R04463,R04591,R06975",437,1251,1,0,1,0,1,0,1,1,0,1
736,6,2,4,"R00200,R06836,R04144,R04463,R06974,R06975",437,1251,1,0,1,0,1,0,1,0,1,1
737,6,2,4,"R00200,R06836,R04144,R04591,R06974,R06975",437,1251,1,0,1,0,1,0,0,1,1,1
738,6,2,4,"R00200,R06836,R04208,R04463,R04591,R06974",438,1253,1,0,1,0,0,1,1,1,1,0
739,6,2,4,"R00200,R06836,R04208,R04463,R04591,R06975",439,1255,1,0,1,0,0,1,1,1,0,1
740,6,2,4,"R00200,R06836,R04208,R04463,R06974,R06975",438,1253,1,0,1,0,0,1,1,0,1,1
741,6,2,4,"R00200,R06836,R04208,R04591,R06974,R06975",438,1253,1,0,1,0,0,1,0,1,1,1
742,6,2,4,"R00200,R06836,R04463,R04591,R06974,R06975",438,1253,1,0,1,0,0,0,1,1,1,1
743,6,1,5,"R00200,R01053,R04144,R04208,R04463,R04591",437,1251,1,0,0,1,1,1,1,1,0,0
744,6,1,5,"R00200,R01053,R04144,R04208,R04463,R06974",437,1251,1,0,0,1,1,1,1,0,1,0
745,6,1,5,"R00200,R01053,R04144,R04208,R04463,R06975",437,1251,1,0,0,1,1,1,1,0,0,1
746,6,1,5,"R00200,R01053,R04144,R04208,R04591,R06974",437,1251,1,0,0,1,1,1,0,1,1,0
747,6,1,5,"R00200,R01053,R04144,R04208,R04591,R06975",437,1251,1,0,0,1,1,1,0,1,0,1
748,6,1,5,"R00200,R01053,R04144,R04208,R06974,R06975",437,1251,1,0,0,1,1,1,0,0,1,1
749,6,1,5,"R00200,R01053,R04144,R04463,R04591,R06974",437,1251,1,0,0,1,1,0,1,1,1,0
750,6,1,5,"R00200,R01053,R04144,R04463,R04591,R06975",437,1251,1,0,0,1,1,0,1,1,0,1
751,6,1,5,"R00200,R01053,R04144,R04463,R06974,R06975",437,1251,1,0,0,1,1,0,1,0,1,1
752,6,1,5,"R00200,R01053,R04144,R04591,R06974,R06975",437,1251,1,0,0,1,1,0,0,1,1,1
753,6,1,5,"R00200,R01053,R04208,R04463,R04591,R06974",438,1253,1,0,0,1,0,1,1,1,1,0
754,6,1,5,"R00200,R01053,R04208,R04463,R04591,R06975",439,1255,1,0,0,1,0,1,1,1,0,1
755,6,1,5,"R00200,R01053,R04208,R04463,R06974,R06975",438,1253,1,0,0,1,0,1,1,0,1,1
756,6,1,5,"R00200,R01053,R04208,R04591,R06974,R06975",438,1253,1,0,0,1,0,1,0,1,1,1
757,6,1,5,"R00200,R01053,R04463,R04591,R06974,R06975",438,1253,1,0,0,1,0,0,1,1,1,1
758,6,1,5,"R00200,R04144,R04208,R04463,R04591,R06974",437,1253,1,0,0,0,1,1,1,1,1,0
759,6,1,5,"R00200,R04144,R04208,R04463,R04591,R06975",437,1253,1,0,0,0,1,1,1,1,0,1
760,6,1,5,"R00200,R04144,R04208,R04463,R06974,R06975",437,1253,1,0,0,0,1,1,1,0,1,1
761,6,1,5,"R00200,R04144,R04208,R04591,R06974,R06975",437,1253,1,0,0,0,1,1,0,1,1,1
762,6,1,5,"R00200,R04144,R04463,R04591,R06974,R06975",437,1253,1,0,0,0,1,0,1,1,1,1
763,6,1,5,"R00200,R04208,R04463,R04591,R06974,R06975",438,1255,1,0,0,0,0,1,1,1,1,1
764,6,2,4,"R01523,R06836,R01053,R04144,R04208,R04463",429,1210,0,1,1,1,1,1,1,0,0,0
765,6,2,4,"R01523,R06836,R01053,R04144,R04208,R04591",429,1210,0,1,1,1,1,1,0,1,0,0
766,6,2,4,"R01523,R06836,R01053,R04144,R04208,R06974",429,1210,0,1,1,1,1,1,0,0,1,0
767,6,2,4,"R01523,R06836,R01053,R04144,R04208,R06975",429,1210,0,1,1,1,1,1,0,0,0,1
768,6,2,4,"R01523,R06836,R01053,R04144,R04463,R04591",429,1210,0,1,1,1,1,0,1,1,0,0
769,6,2,4,"R01523,R06836,R01053,R04144,R04463,R06974",429,1210,0,1,1,1,1,0,1,0,1,0
770,6,2,4,"R01523,R06836,R01053,R04144,R04463,R06975",429,1210,0,1,1,1,1,0,1,0,0,1
771,6,2,4,"R01523,R06836,R01053,R04144,R04591,R06974",429,1210,0,1,1,1,1,0,0,1,1,0
772,6,2,4,"R01523,R06836,R01053,R04144,R04591,R06975",429,1210,0,1,1,1,1,0,0,1,0,1
773,6,2,4,"R01523,R06836,R01053,R04144,R06974,R06975",429,1210,0,1,1,1,1,0,0,0,1,1
774,6,2,4,"R01523,R06836,R01053,R04208,R04463,R04591",429,1210,0,1,1,1,0,1,1,1,0,0
775,6,2,4,"R01523,R06836,R01053,R04208,R04463,R06974",429,1210,0,1,1,1,0,1,1,0,1,0
776,6,2,4,"R01523,R06836,R01053,R04208,R04463,R06975",429,1210,0,1,1,1,0,1,1,0,0,1
777,6,2,4,"R01523,R06836,R01053,R04208,R04591,R06974",429,1210,0,1,1,1,0,1,0,1,1,0
778,6,2,4,"R01523,R06836,R01053,R04208,R04591,R06975",429,1210,0,1,1,1,0,1,0,1,0,1
779,6,2,4,"R01523,R06836,R01053,R04208,R06974,R06975",429,1210,0,1,1,1,0,1,0,0,1,1
780,6,2,4,"R01523,R06836,R01053,R04463,R04591,R06974",429,1210,0,1,1,1,0,0,1,1,1,0
781,6,2,4,"R01523,R06836,R01053,R04463,R04591,R06975",429,1210,0,1,1,1,0,0,1,1,0,1
782,6,2,4,"R01523,R06836,R01053,R04463,R06974,R06975",429,1210,0,1,1,1,0,0,1,0,1,1
783,6,2,4,"R01523,R06836,R01053,R04591,R06974,R06975",429,1210,0,1,1,1,0,0,0,1,1,1
784,6,2,4,"R01523,R06836,R04144,R04208,R04463,R04591",437,1251,0,1,1,0,1,1,1,1,0,0
785,6,2,4,"R01523,R06836,R04144,R04208,R04463,R06974",437,1251,0,1,1,0,1,1,1,0,1,0
786,6,2,4,"R01523,R06836,R04144,R04208,R04463,R06975",437,1251,0,1,1,0,1,1,1,0,0,1
787,6,2,4,"R01523,R06836,R04144,R04208,R04591,R06974",437,1251,0,1,1,0,1,1,0,1,1,0
788,6,2,4,"R01523,R06836,R04144,R04208,R04591,R06975",437,1251,0,1,1,0,1,1,0,1,0,1
789,6,2,4,"R01523,R06836,R04144,R04208,R06974,R06975",437,1251,0,1,1,0,1,1,0,0,1,1
790,6,2,4,"R01523,R06836,R04144,R04463,R04591,R06974",437,1251,0,1,1,0,1,0,1,1,1,0
791,6,2,4,"R01523,R06836,R04144,R04463,R04591,R06975",437,1251,0,1,1,0,1,0,1,1,0,1
792,6,2,4,"R01523,R06836,R04144,R04463,R06974,R06975",437,1251,0,1,1,0,1,0,1,0,1,1
793,6,2,4,"R01523,R06836,R04144,R04591,R06974,R06975",437,1251,0,1,1,0,1,0,0,1,1,1
794,6,2,4,"R01523,R06836,R04208,R04463,R04591,R06974",438,1253,0,1,1,0,0,1,1,1,1,0
795,6,2,4,"R01523,R06836,R04208,R04463,R04591,R06975",439,1255,0,1,1,0,0,1,1,1,0,1
796,6,2,4,"R01523,R06836,R04208,R04463,R06974,R06975",438,1253,0,1,1,0,0,1,1,0,1,1
797,6,2,4,"R01523,R06836,R04208,R04591,R06974,R06975",438,1253,0,1,1,0,0,1,0,1,1,1
798,6,2,4,"R01523,R06836,R04463,R04591,R06974,R06975",438,1253,0,1,1,0,0,0,1,1,1,1
799,6,1,5,"R01523,R01053,R04144,R04208,R04463,R04591",437,1251,0,1,0,1,1,1,1,1,0,0
800,6,1,5,"R01523,R01053,R04144,R04208,R04463,R06974",437,1251,0,1,0,1,1,1,1,0,1,0
801,6,1,5,"R01523,R01053,R04144,R04208,R04463,R06975",437,1251,0,1,0,1,1,1,1,0,0,1
802,6,1,5,"R01523,R01053,R04144,R04208,R04591,R06974",437,1251,0,1,0,1,1,1,0,1,1,0
803,6,1,5,"R01523,R01053,R04144,R04208,R04591,R06975",437,1251,0,1,0,1,1,1,0,1,0,1
804,6,1,5,"R01523,R01053,R04144,R04208,R06974,R06975",437,1251,0,1,0,1,1,1,0,0,1,1
805,6,1,5,"R01523,R01053,R04144,R04463,R04591,R06974",437,1251,0,1,0,1,1,0,1,1,1,0
806,6,1,5,"R01523,R01053,R04144,R04463,R04591,R06975",437,1251,0,1,0,1,1,0,1,1,0,1
807,6,1,5,"R01523,R01053,R04144,R04463,R06974,R06975",437,1251,0,1,0,1,1,0,1,0,1,1
808,6,1,5,"R01523,R01053,R04144,R04591,R06974,R06975",437,1251,0,1,0,1,1,0,0,1,1,1
809,6,1,5,"R01523,R01053,R04208,R04463,R04591,R06974",438,1253,0,1,0,1,0,1,1,1,1,0
810,6,1,5,"R01523,R01053,R04208,R04463,R04591,R06975",439,1255,0,1,0,1,0,1,1,1,0,1
811,6,1,5,"R01523,R01053,R04208,R04463,R06974,R06975",438,1253,0,1,0,1,0,1,1,0,1,1
812,6,1,5,"R01523,R01053,R04208,R04591,R06974,R06975",438,1253,0,1,0,1,0,1,0,1,1,1
813,6,1,5,"R01523,R01053,R04463,R04591,R06974,R06975",438,1253,0,1,0,1,0,0,1,1,1,1
814,6,1,5,"R01523,R04144,R04208,R04463,R04591,R06974",437,1253,0,1,0,0,1,1,1,1,1,0
815,6,1,5,"R01523,R04144,R04208,R04463,R04591,R06975",437,1253,0,1,0,0,1,1,1,1,0,1
816,6,1,5,"R01523,R04144,R04208,R04463,R06974,R06975",437,1253,0,1,0,0,1,1,1,0,1,1
817,6,1,5,"R01523,R04144,R04208,R04591,R06974,R06975",437,1253,0,1,0,0,1,1,0,1,1,1
818,6,1,5,"R01523,R04144,R04463,R04591,R06974,R06975",437,1253,0,1,0,0,1,0,1,1,1,1
819,6,1,5,"R01523,R04208,R04463,R04591,R06974,R06975",438,1255,0,1,0,0,0,1,1,1,1,1
820,6,1,5,"R06836,R01053,R04144,R04208,R04463,R04591",429,1214,0,0,1,1,1,1,1,1,0,0
821,6,1,5,"R06836,R01053,R04144,R04208,R04463,R06974",429,1214,0,0,1,1,1,1,1,0,1,0
822,6,1,5,"R06836,R01053,R04144,R04208,R04463,R06975",429,1214,0,0,1,1,1,1,1,0,0,1
823,6,1,5,"R06836,R01053,R04144,R04208,R04591,R06974",429,1214,0,0,1,1,1,1,0,1,1,0
824,6,1,5,"R06836,R01053,R04144,R04208,R04591,R06975",429,1214,0,0,1,1,1,1,0,1,0,1
825,6,1,5,"R06836,R01053,R04144,R04208,R06974,R06975",429,1214,0,0,1,1,1,1,0,0,1,1
