,rn,Fold
8773,R03214,2004
8774,R08167,2004
8775,R09444,2004
8776,R07287,2004
8777,R03987,2004
8778,R02418,221
8779,R02418,4309
8780,R02418,108
8781,R02418,11
8782,R02418,604
8783,R02418,319
8784,R02418,220
8785,R02418,109
8786,R02418,389
8787,R02418,377
8788,R02418,103
8789,R02418,2492
8790,R04093,149
8791,R03632,209
8792,R00162,209
8793,R01181,2002
8794,R01181,2004
8795,R01181,2007
8796,R03466,10
8797,R07657,10
8798,R03465,2002
8799,R07713,2002
8800,R00073,136
8801,R01590,136
8802,R01599,136
8803,R10223,2492
8804,R03974,222
8805,R07296,222
8806,R07459,2007
8807,R07461,2003
8808,R07461,2007
8809,R00028,355
8810,R00028,4178
8811,R06084,355
8812,R06084,4178
8813,R01790,2002
8814,R01790,355
8815,R01790,4178
8816,R07262,222
8817,R08652,149
8818,R09578,149
8819,R09579,149
8820,R09580,149
8821,R09581,149
8822,R08665,149
8823,R08670,149
8824,R08672,149
8825,R08673,149
8826,R08674,149
8827,R08675,149
8828,R11646,149
8829,R11647,149
8830,R11648,149
8831,R11649,149
8832,R08666,149
8833,R11650,149
8834,R11651,149
8835,R11652,149
8836,R09399,101
8837,R09399,304
8838,R09399,4093
8839,R09400,101
8840,R09400,304
8841,R09400,4093
8842,R00589,2003
8843,R06170,7516
8844,R04081,7516
8845,R05968,7516
8846,R06024,7516
8847,R06031,7516
8848,R06035,7516
8849,R06041,7516
8850,R06085,7516
8851,R06086,7516
8852,R06089,7516
8853,R06090,7516
8854,R06156,7516
8855,R03489,7512
8856,R04532,7512
8857,R05580,7512
8858,R05905,7512
8859,R05906,7512
8860,R05990,7512
8861,R06121,7512
8862,R06188,7512
8863,R09298,7512
8864,R02306,141
8865,R02305,141
8866,R01152,246
8867,R08197,3016
8868,R08197,7577
8869,R03178,2003
8870,R03178,7574
8871,R03177,7524
8872,R01990,2006
8873,R08714,3016
8874,R08714,7577
8875,R09076,2003
8876,R09076,244
8877,R04120,708
8878,R07606,708
8879,R07607,304
8880,R07234,304
8881,R00155,5
8882,R00328,5
8883,R00329,5
8884,R00961,5
8885,R01100,10
8886,R01100,2007
8887,R01105,10
8888,R01105,2007
8889,R01678,10
8890,R01678,2007
8891,R03355,10
8892,R03355,2007
8893,R04633,10
8894,R04633,2007
8895,R04783,10
8896,R04783,2007
8897,R05112,10
8898,R05112,2007
8899,R05994,10
8900,R05994,2007
8901,R06010,10
8902,R06010,2007
8903,R06098,10
8904,R06098,2007
8905,R06099,10
8906,R06099,2007
8907,R06114,10
8908,R06114,2007
8909,R06144,10
8910,R06144,2007
8911,R06202,10
8912,R06202,2007
8913,R07807,10
8914,R07807,2007
8915,R06547,7512
8916,R06546,7512
8917,R07874,7512
8918,R07911,7512
8919,R10262,7512
8920,R03132,2003
8921,R02208,2004
8922,R02497,2004
8923,R02610,2004
8924,R02892,2004
8925,R07429,2004
8926,R07447,2004
8927,R08954,2004
8928,R10242,2004
8929,R06518,210
8930,R06528,210
8931,R01493,210
8932,R01494,210
8933,R06518,11
8934,R06518,231
8935,R06528,11
8936,R06528,231
8937,R01493,11
8938,R01493,231
8939,R01494,11
8940,R01494,231
8941,R02541,304
8942,R02541,7515
8943,R03605,7512
8944,R04005,7512
8945,R02594,7512
8946,R00022,2498
8947,R03492,2498
8948,R04184,2498
8949,R04586,2498
8950,R05963,2498
8951,R06001,2498
8952,R06004,2498
8953,R06141,2498
8954,R07809,2498
8955,R07810,2498
8956,R09323,2498
8957,R10831,2498
8958,R11316,2498
8959,R11317,2498
8960,R12963,2498
8961,R04809,2003
8962,R04809,222
8963,R04809,268
8964,R04813,2003
8965,R04813,222
8966,R04813,268
8967,R07935,2003
8968,R07935,222
8969,R07935,268
8970,R07951,2003
8971,R07951,222
8972,R07951,268
8973,R09698,2003
8974,R09698,222
8975,R09698,268
8976,R00430,2002
8977,R00572,2002
8978,R00659,2002
8979,R00724,2002
8980,R01138,2002
8981,R01858,2002
8982,R02320,2002
8983,R00200,2002
8984,R04264,2003
8985,R04263,2003
8986,R08721,2003
8987,R08723,2003
8988,R08724,2003
8989,R08728,2003
8990,R02650,7512
8991,R02705,7512
8992,R00414,2484
8993,R11872,327
8994,R11872,4011
8995,R11872,7584
8996,R11873,327
8997,R11873,4011
8998,R11873,7584
8999,R11608,327
9000,R11608,4011
9001,R11608,7584
9002,R12394,327
9003,R12394,4011
9004,R12394,7584
9005,R12395,327
9006,R12395,4011
9007,R12395,7584
9008,R12397,327
9009,R12397,4011
9010,R12397,7584
9011,R12398,327
9012,R12398,4011
9013,R12398,7584
9014,R12393,327
9015,R12393,4011
9016,R12393,7584
9017,R12396,327
9018,R12396,4011
9019,R12396,7584
9020,R11615,2003
9021,R11615,222
9022,R11615,236
9023,R11615,304
9024,R11615,6094
9025,R11615,7581
9026,R11616,2003
9027,R11616,222
9028,R11616,236
9029,R11616,304
9030,R11616,6094
9031,R11616,7581
9032,R12380,2003
9033,R12380,222
9034,R12380,236
9035,R12380,304
9036,R12380,6094
9037,R12380,7581
9038,R12381,2003
9039,R12381,222
9040,R12381,236
9041,R12381,304
9042,R12381,6094
9043,R12381,7581
9044,R11451,2003
9045,R11451,222
9046,R11451,236
9047,R11451,304
9048,R11451,6094
9049,R11451,7581
9050,R01754,212
9051,R00289,208
9052,R00502,208
9053,R00502,7516
9054,R01381,208
9055,R01381,7516
9056,R01471,208
9057,R01471,7516
9058,R03077,208
9059,R03077,7516
9060,R08845,208
9061,R08845,7516
9062,R01473,2003
9063,R00293,2003
9064,R03391,3016
9065,R03392,3016
9066,R04265,2003
9067,R04266,2003
9068,R08711,2003
9069,R06117,2003
9070,R02009,109
9071,R02009,141
9072,R08782,141
9073,R07501,2003
9074,R10709,2003
9075,R10710,2003
9076,R08528,7534
9077,R09249,141
9078,R05633,301
9079,R05637,7516
9080,R05744,4011
9081,R05744,7584
9082,R01773,7531
9083,R01775,7531
9084,R00480,2003
9085,R00480,298
9086,R00480,1
9087,R00480,2002
9088,R00451,304
9089,R00451,7531
9090,R07229,187
9091,R03632,3450
9092,R00162,3450
9093,R04368,312
9094,R04368,519
9095,R10815,221
9096,R10815,4310
9097,R05676,101
9098,R03633,101
9099,R07786,149
9100,R07787,149
9101,R07792,149
9102,R07791,149
9103,R08840,149
9104,R08841,149
9105,R07471,149
9106,R00984,101
9107,R07250,7581
9108,R10072,149
9109,R08851,149
9110,R08852,149
9111,R08853,149
9112,R08854,149
9113,R08695,149
9114,R03313,7531
9115,R00239,7524
9116,R03296,286
9117,R03443,213
9118,R03443,7531
9119,R02649,2003
9120,R02649,213
9121,R02649,298
9122,R02261,2002
9123,R03774,2002
9124,R03774,218
9125,R05465,2003
9126,R05465,7574
9127,R05467,2005
9128,R05466,10
9129,R05468,10
9130,R05469,10
9131,R05357,2006
9132,R03812,10
9133,R03737,10
9134,R03820,2002
9135,R05876,323
9136,R05882,2002
9137,R03703,2002
9138,R05855,149
9139,R05857,10
9140,R03230,323
9141,R10454,2003
9142,R06757,4194
9143,R06758,281
9144,R06759,281
9145,R10453,327
9146,R10453,4011
9147,R10453,7584
9148,R06771,2003
9149,R06772,2484
9150,R06772,297
9151,R06746,327
9152,R06746,4011
9153,R06746,7584
9154,R12057,327
9155,R12057,4011
9156,R12057,7584
9157,R12056,327
9158,R12056,4011
9159,R12056,7584
9160,R06747,4033
9161,R06747,4052
9162,R06747,633
9163,R07917,2003
9164,R07919,2003
9165,R07920,2003
9166,R07921,2003
9167,R04273,5
9168,R08199,109
9169,R08199,141
9170,R04870,323
9171,R04870,327
9172,R04870,4011
9173,R04870,7584
9174,R05301,10
9175,R05229,10
9176,R03064,7579
9177,R07402,210
9178,R03632,2007
9179,R00162,2007
9180,R08862,2002
9181,R12497,2002
9182,R09478,2007
9183,R09478,4002
9184,R08864,10
9185,R08864,101
9186,R08867,2005
9187,R08868,2002
9188,R08869,2002
9189,R05165,2002
9190,R08870,2002
9191,R12726,323
9192,R12726,327
9193,R12726,4011
9194,R12726,7584
9195,R12727,323
9196,R12727,327
9197,R12727,4011
9198,R12727,7584
9199,R12725,323
9200,R12725,327
9201,R12725,4011
9202,R12725,7584
9203,R08873,2002
9204,R08875,2002
9205,R06305,109
9206,R06305,141
9207,R06308,149
9208,R06307,323
9209,R06309,149
9210,R06310,323
9211,R06311,323
9212,R06303,109
9213,R06303,141
9214,R06301,109
9215,R06301,141
9216,R06298,109
9217,R06298,141
9218,R06313,109
9219,R06312,109
9220,R02064,109
9221,R02064,141
9222,R03797,7512
9223,R06534,7512
9224,R06535,7512
9225,R06536,7512
9226,R06801,323
9227,R06817,323
9228,R07255,323
9229,R07938,323
9230,R07877,7512
9231,R07878,7512
9232,R07879,7512
9233,R10263,7512
9234,R07910,323
9235,R06799,323
9236,R06800,323
9237,R07930,323
9238,R07931,323
9239,R07944,323
9240,R05163,323
9241,R07880,323
9242,R07882,323
9243,R07883,323
9244,R07932,7512
9245,R09635,7512
9246,R07266,7512
9247,R07913,7512
9248,R07923,7512
9249,R07912,7512
9250,R08083,2003
9251,R08083,236
9252,R08084,2003
9253,R08084,236
9254,R08085,2003
9255,R08085,236
9256,R03581,2003
9257,R03581,236
9258,R00193,2002
9259,R00193,65
9260,R09660,2002
9261,R09660,65
9262,R12200,5084
9263,R12211,5084
9264,R11223,5084
9265,R12206,5084
9266,R12187,5084
9267,R10906,7558
9268,R11204,1151
9269,R11204,7515
9270,R11205,1151
9271,R11205,7515
9272,R12525,7512
9273,R12526,7512
9274,R11938,7512
9275,R11937,7512
9276,R04581,7516
9277,R10460,3016
9278,R10460,7577
9279,R10141,3016
9280,R10141,7577
9281,R10100,208
9282,R09600,7512
9283,R10140,2003
9284,R10140,298
9285,R08964,2003
9286,R08964,206
9287,R08964,7525
9288,R05799,2003
9289,R05799,206
9290,R05799,7525
9291,R10671,149
9292,R00730,149
9293,R04460,149
9294,R07190,149
9295,R02827,304
9296,R05728,149
9297,R11442,149
9298,R04306,149
9299,R02708,149
9300,R04948,7512
9301,R04296,7512
9302,R01553,7579
9303,R09359,7579
9304,R02846,2003
9305,R03524,2003
9306,R00486,246
9307,R01267,246
9308,R00485,246
9309,R11064,2003
9310,R11064,206
9311,R03269,2003
9312,R04231,2003
9313,R04231,7564
9314,R07244,2003
9315,R08937,2003
9316,R06134,210
9317,R00485,210
9318,R08946,7512
9319,R10525,7512
9320,R11306,7512
9321,R08947,7512
9322,R08962,206
9323,R08967,206
9324,R08968,206
9325,R08939,213
9326,R08940,213
9327,R08956,2007
9328,R00737,4953
9329,R01945,323
9330,R07432,323
9331,R07433,323
9332,R02416,323
9333,R02379,101
9334,R06574,101
9335,R06575,101
9336,R06576,101
9337,R06577,101
9338,R03366,101
9339,R08839,7512
9340,R02380,7512
9341,R08057,106
9342,R08057,601
9343,R08916,2003
9344,R08917,2003
9345,R08912,149
9346,R08913,149
9347,R08970,247
9348,R11005,243
9349,R02445,10
9350,R03590,10
9351,R06551,10
9352,R07367,10
9353,R07712,10
9354,R08081,10
9355,R07224,10
9356,R07224,146
9357,R07225,10
9358,R07225,146
9359,R08005,10
9360,R08005,146
9361,R08008,10
9362,R08008,146
9363,R08010,10
9364,R08010,146
9365,R08009,10
9366,R08009,146
9367,R06826,7512
9368,R06829,7512
9369,R06820,7512
9370,R07337,7512
9371,R08022,7512
9372,R06533,2003
9373,R06615,2003
9374,R06532,2003
9375,R03827,2003
9376,R04901,2003
9377,R06610,2003
9378,R10258,149
9379,R10260,149
9380,R02443,149
9381,R03125,149
9382,R10069,149
9383,R07369,149
9384,R03639,149
9385,R04902,149
9386,R07370,149
9387,R08981,3413
9388,R08982,2006
9389,R07403,149
9390,R07421,149
9391,R07422,149
9392,R07423,149
9393,R04579,7512
9394,R07426,7512
9395,R08972,10
9396,R08973,101
9397,R02505,7581
9398,R01614,7581
9399,R08806,7581
9400,R08805,7581
9401,R08808,7581
9402,R08810,7581
9403,R12629,2003
9404,R12630,2003
9405,R04100,197
9406,R04756,197
9407,R00557,262
9408,R00557,3687
9409,R00557,7
9410,R00557,7514
9411,R00558,262
9412,R00558,3687
9413,R00558,7
9414,R00558,7514
9415,R00111,262
9416,R00111,3687
9417,R00111,7
9418,R00111,7514
9419,R08991,192
9420,R08991,223
9421,R08991,101
9422,R08991,2007
9423,R02640,2003
9424,R01399,2003
9425,R07715,149
9426,R07777,149
9427,R07778,149
9428,R06793,7579
9429,R07723,7579
9430,R07317,7579
9431,R07722,101
9432,R07722,2003
9433,R02931,101
9434,R02931,2003
9435,R06564,101
9436,R06564,2003
9437,R07331,101
9438,R07331,2003
9439,R06560,149
9440,R06561,149
9441,R06606,149
9442,R06607,149
9443,R07371,149
9444,R07746,149
9445,R03452,149
9446,R06794,101
9447,R06794,2003
9448,R07375,101
9449,R07375,2003
9450,R07724,101
9451,R07724,2003
9452,R02932,7512
9453,R06795,7512
9454,R07332,7512
9455,R07718,7512
9456,R07720,7512
9457,R07729,7512
9458,R07740,7512
9459,R07753,7512
9460,R04618,323
9461,R06821,323
9462,R07719,323
9463,R07721,323
9464,R07731,323
9465,R07741,323
9466,R07754,323
9467,R07757,323
9468,R06796,323
9469,R07737,2003
9470,R11877,2003
9471,R06808,7512
9472,R02159,2004
9473,R02633,2004
9474,R06815,101
9475,R06815,2003
9476,R06816,101
9477,R06816,2003
9478,R03245,2004
9479,R04452,109
9480,R04452,7507
9481,R04452,7546
9482,R01309,109
9483,R01309,7507
9484,R01309,7546
9485,R02744,109
9486,R02744,7507
9487,R02744,7546
9488,R02746,109
9489,R02746,7507
9490,R02746,7546
9491,R02747,109
9492,R02747,7507
9493,R02747,7546
9494,R03416,109
9495,R03416,7507
9496,R03416,7546
9497,R03417,109
9498,R03417,7507
9499,R03417,7546
9500,R07291,109
9501,R07291,7507
9502,R07291,7546
9503,R06134,109
9504,R00485,109
9505,R09722,2007
9506,R00585,3016
9507,R00443,316
9508,R00191,223
9509,R03259,223
9510,R07002,3009
9511,R07003,3009
9512,R07004,3009
9513,R07023,3009
9514,R07024,3009
9515,R07025,3009
9516,R07026,3009
9517,R07069,3009
9518,R07070,3009
9519,R07083,3009
9520,R07084,3009
9521,R07091,3009
9522,R07092,3009
9523,R08280,3009
9524,R09409,3009
9525,R11905,3009
9526,R03522,3009
9527,R07093,3009
9528,R07094,3009
9529,R07100,3009
9530,R07113,3009
9531,R07116,3009
9532,R08511,3009
9533,R08512,3009
9534,R03632,277
9535,R00162,277
9536,R05687,2003
9537,R06439,2003
9538,R02772,3016
9539,R02772,7577
9540,R02773,3016
9541,R02773,7577
9542,R06426,3016
9543,R06426,7577
9544,R06427,2003
9545,R06437,10
9546,R06438,2003
9547,R10573,2003
9548,R06456,2003
9549,R06456,268
9550,R05526,2003
9551,R05526,298
9552,R08930,3016
9553,R08931,3016
9554,R08932,2003
9555,R11452,2003
9556,R11453,2003
9557,R01309,10
9558,R02744,10
9559,R02746,10
9560,R02747,10
9561,R03416,10
9562,R03417,10
9563,R07291,10
9564,R09470,2003
9565,R10104,2003
9566,R01914,244
9567,R09077,2003
9568,R09077,244
9569,R02382,914
9570,R02612,914
9571,R04300,914
9572,R02382,5
9573,R02612,5
9574,R04300,5
9575,R01206,11
9576,R01206,64
9577,R02334,11
9578,R02334,64
9579,R06081,11
9580,R06081,64
9581,R06082,11
9582,R06082,64
9583,R04715,101
9584,R04715,2003
9585,R05214,101
9586,R05214,2003
9587,R05123,101
9588,R05123,2003
9589,R05162,101
9590,R05162,2003
9591,R04692,2003
9592,R05211,2003
9593,R05216,2003
9594,R08794,2003
9595,R04713,2003
9596,R05732,149
9597,R05212,101
9598,R05212,2003
9599,R03832,101
9600,R03832,2003
9601,R05210,149
9602,R05215,149
9603,R04694,149
9604,R08790,149
9605,R08787,101
9606,R08787,2003
9607,R08788,101
9608,R08788,2003
9609,R10605,101
9610,R10605,2003
9611,R10606,101
9612,R10606,2003
9613,R04696,149
9614,R04697,2003
9615,R04723,323
9616,R05124,2002
9617,R04690,149
9618,R04400,149
9619,R11405,149
9620,R04691,2003
9621,R08789,2003
9622,R04716,2003
9623,R03835,101
9624,R03721,101
9625,R03721,2003
9626,R05833,149
9627,R03555,149
9628,R10027,149
9629,R10028,149
9630,R10029,149
9631,R08663,149
9632,R10031,149
9633,R10032,149
9634,R10033,149
9635,R07198,149
9636,R12218,149
9637,R07171,108
9638,R07171,136
9639,R07171,7514
9640,R07172,108
9641,R07172,136
9642,R07172,7514
9643,R03632,108
9644,R00162,108
9645,R08231,2002
9646,R01870,2002
9647,R00965,7573
9648,R00557,3249
9649,R00558,3249
9650,R00111,3249
9651,R11878,209
9652,R06601,4110
9653,R06604,11
9654,R06604,4110
9655,R02118,7512
9656,R02119,7512
9657,R07260,7512
9658,R01073,2007
9659,R00985,184
9660,R00985,7544
9661,R00986,184
9662,R00986,7544
9663,R03509,2007
9664,R09380,2006
9665,R00851,2006
9666,R02617,2006
9667,R06872,2006
9668,R03438,108
9669,R04480,108
9670,R01318,108
9671,R03437,108
9672,R03438,11
9673,R04480,11
9674,R01318,11
9675,R09381,650
9676,R02241,650
9677,R02760,650
9678,R03005,221
9679,R00137,221
9680,R02687,2007
9681,R02688,2007
9682,R05209,2007
9683,R01369,2007
9684,R02250,2007
9685,R03948,1137
9686,R05809,2007
9687,R05809,4262
9688,R05180,2007
9689,R05180,4262
9690,R11580,2007
9691,R11580,4262
9692,R07772,1137
9693,R07772,7550
9694,R03950,2007
9695,R03194,2007
9696,R07237,2007
9697,R07238,2007
9698,R03165,1137
9699,R03165,7550
9700,R08974,7579
9701,R08975,7579
9702,R08976,7579
9703,R09032,867
9704,R08617,2007
9705,R08617,4002
9706,R08890,3016
9707,R08890,7577
9708,R08891,3016
9709,R08891,7577
9710,R08892,2003
9711,R08892,236
9712,R10130,2003
9713,R10130,236
9714,R08894,7512
9715,R10096,7512
9716,R08895,7567
9717,R08897,7577
9718,R08899,7525
9719,R08905,206
9720,R08906,206
9721,R08907,1
9722,R08907,2002
9723,R08908,2002
9724,R08910,810
9725,R09040,141
9726,R00348,246
9727,R03804,246
9728,R11207,321
9729,R01370,276
9730,R01371,276
9731,R03337,276
9732,R03339,276
9733,R03373,276
9734,R12252,276
9735,R08057,10
9736,R08057,109
9737,R11508,2002
9738,R11509,2002
9739,R11507,2002
9740,R09063,101
9741,R09063,2003
9742,R09069,2003
9743,R09070,2003
9744,R08914,2003
9745,R08915,2003
9746,R07796,7527
9747,R12492,7527
9748,R12493,7527
9749,R07373,2003
9750,R02203,276
9751,R01249,276
9752,R04205,323
9753,R04034,7579
9754,R12537,7579
9755,R00078,3156
9756,R03376,2003
9757,R03380,2003
9758,R04491,2003
9759,R05191,7516
9760,R06072,7516
9761,R06278,7516
9762,R04343,7516
9763,R09733,7512
9764,R09734,7512
9765,R09732,7512
9766,R09315,7508
9767,R09315,7512
9768,R05925,7508
9769,R05925,7512
9770,R11703,7512
9771,R12040,7512
9772,R11704,7512
9773,R12041,7512
9774,R09290,7516
9775,R05164,7512
9776,R07261,7512
9777,R03829,7516
9778,R03094,7512
9779,R09663,7516
9780,R09381,7579
9781,R02241,7579
9782,R02760,7579
9783,R10134,7579
9784,R04591,2003
9785,R04591,325
9786,R04144,2007
9787,R04112,235
9788,R04112,4
9789,R07650,3016
9790,R07650,7577
9791,R09080,2003
9792,R09080,298
9793,R09079,2003
9794,R09079,298
9795,R09082,1
9796,R09082,2002
9797,R09081,1
9798,R09081,2002
9799,R03494,2003
9800,R03494,206
9801,R03494,325
9802,R03494,2486
9803,R03493,2486
9804,R00921,2493
9805,R00230,2493
9806,R00512,2005
9807,R00512,283
9808,R01665,2005
9809,R01665,283
9810,R02473,2004
9811,R11891,2004
9812,R11892,2004
9813,R00158,2004
9814,R00164,108
9815,R00771,2002
9816,R02739,2002
9817,R03321,2002
9818,R02740,2002
9819,R04928,2005
9820,R00509,2005
9821,R05338,212
9822,R08058,2002
9823,R11581,2004
9824,R00707,2002
9825,R00707,503
9826,R00708,2002
9827,R00708,503
9828,R04444,2002
9829,R04444,503
9830,R04445,2002
9831,R04445,503
9832,R05051,2002
9833,R05051,503
9834,R00245,2002
9835,R00245,503
9836,R01253,503
9837,R01253,7524
9838,R02412,2007
9839,R02412,4002
9840,R03083,2004
9841,R02413,2002
9842,R02413,2004
9843,R02413,328
9844,R02413,4002
9845,R12885,2002
9846,R12885,2004
9847,R12885,328
9848,R12885,4002
9849,R03460,2002
9850,R03460,2003
9851,R03460,2004
9852,R03460,2007
9853,R03460,4002
9854,R02412,2002
9855,R02412,2003
9856,R02412,328
9857,R03084,2003
9858,R03084,2004
9859,R03084,328
9860,R03084,4002
9861,R03083,2002
9862,R03083,2003
9863,R03083,328
9864,R05338,2487
9865,R05339,2002
9866,R05339,2487
9867,R09780,2002
9868,R09780,2487
9869,R01826,164
9870,R01757,2003
9871,R10787,2003
9872,R12971,2003
9873,R12972,2003
9874,R02526,5
9875,R02278,2002
9876,R02376,7521
9877,R02376,623
9878,R09097,7524
9879,R00921,1
9880,R02623,2007
9881,R02623,223
9882,R02623,225
9883,R02623,605
9884,R02623,7548
9885,R02624,2003
9886,R02624,223
9887,R02624,225
9888,R02624,605
9889,R09482,2486
9890,R01520,298
9891,R01521,298
9892,R02035,298
9893,R00936,2003
9894,R00937,2003
9895,R00940,2003
9896,R02235,2003
9897,R02236,2003
9898,R00939,2003
9899,R11019,2003
9900,R03066,230
9901,R03066,304
9902,R03067,230
9903,R03067,304
9904,R03503,2002
9905,R03503,230
9906,R03504,2002
9907,R03504,304
9908,R04455,129
9909,R04455,2003
9910,R07349,236
9911,R07350,236
9912,R02650,2002
9913,R02705,2002
9914,R02087,2484
9915,R02770,2484
9916,R05682,2002
9917,R11553,221
9918,R03189,133
9919,R02287,133
9920,R02302,304
9921,R03540,7561
9922,R00936,266
9923,R00937,266
9924,R00940,266
9925,R02235,266
9926,R02236,266
9927,R11765,266
9928,R00939,266
9929,R02101,7501
9930,R01146,582
9931,R09127,582
9932,R09128,582
9933,R10713,582
9934,R09119,109
9935,R09119,141
9936,R09120,109
9937,R09120,141
9938,R09899,109
9939,R09899,141
9940,R09121,109
9941,R09121,141
9942,R06306,149
9943,R06354,149
9944,R12122,149
9945,R10077,149
9946,R10078,149
9947,R12123,149
9948,R06304,109
9949,R06304,141
9950,R06302,109
9951,R06302,141
9952,R09111,109
9953,R09111,141
9954,R09115,109
9955,R09115,141
9956,R09116,109
9957,R09116,141
9958,R09117,109
9959,R09117,141
9960,R09123,141
9961,R01256,206
9962,R09095,244
9963,R09095,4046
9964,R09095,5069
9965,R09095,2007
9966,R09095,4024
9967,R10000,2002
9968,R09124,2002
9969,R09998,2002
9970,R09999,2002
9971,R10016,2002
9972,R03102,7524
9973,R03103,7524
9974,R02317,7524
9975,R11231,7524
9976,R11232,7524
9977,R11943,244
9978,R11943,633
9979,R11944,633
9980,R02943,4194
9981,R01657,4194
9982,R09638,4194
9983,R10340,4194
9984,R10457,4194
9985,R10201,4194
9986,R10095,141
9987,R10243,4044
9988,R08433,4044
9989,R01163,159
9990,R01163,239
9991,R03012,159
9992,R03012,239
9993,R01158,159
9994,R01158,239
9995,R04037,7524
9996,R04035,7524
9997,R11312,2003
9998,R10712,2003
9999,R03223,2003
10000,R03471,2002
10001,R04509,2002
10002,R04448,2002
10003,R00716,2003
10004,R00716,298
10005,R00716,304
10006,R02313,2003
10007,R02313,298
10008,R02313,304
10009,R03661,616
10010,R05578,314
10011,R05578,328
10012,R05578,616
10013,R05578,7502
10014,R00164,2004
10015,R00164,206
10016,R02585,2004
10017,R02585,206
10018,R00691,164
10019,R01373,164
10020,R01715,7523
10021,R08696,109
10022,R08696,141
10023,R08695,109
10024,R08695,141
10025,R10732,109
10026,R10732,141
10027,R08374,109
10028,R08374,141
10029,R09140,109
10030,R09140,141
10031,R08370,109
10032,R08370,141
10033,R07630,109
10034,R07630,141
10035,R07649,109
10036,R07649,141
10037,R02307,141
10038,R08691,109
10039,R08691,141
