,rn,Fold
10603,R01967,304
10604,R09622,213
10605,R09634,7512
10606,R09651,7567
10607,R09591,159
10608,R09530,2003
10609,R09536,7552
10610,R09537,7552
10611,R06057,12
10612,R06057,2002
10613,R06057,2007
10614,R05326,12
10615,R05326,2002
10616,R05326,2007
10617,R09632,2002
10618,R09632,2007
10619,R09740,149
10620,R09741,149
10621,R11583,4161
10622,R11583,7577
10623,R01518,7515
10624,R01518,7554
10625,R01518,304
10626,R00164,7525
10627,R11084,327
10628,R11084,4011
10629,R11084,7584
10630,R01627,2002
10631,R09772,7516
10632,R02836,2003
10633,R03203,2003
10634,R03848,2003
10635,R04758,2003
10636,R04840,2003
10637,R07057,10
10638,R07057,158
10639,R03552,2002
10640,R09672,2002
10641,R09672,213
10642,R09673,2002
10643,R09673,213
10644,R04162,1
10645,R04162,304
10646,R04162,7514
10647,R06520,1
10648,R06520,304
10649,R06520,7514
10650,R06521,1
10651,R06521,304
10652,R06521,7514
10653,R06522,1
10654,R06522,304
10655,R06522,7514
10656,R02239,1
10657,R02239,304
10658,R02239,7514
10659,R02265,5038
10660,R02265,319
10661,R00164,7568
10662,R10915,304
10663,R12217,2003
10664,R12216,10
10665,R09588,2003
10666,R09588,206
10667,R09594,206
10668,R08619,103
10669,R08619,2002
10670,R08623,103
10671,R08623,2002
10672,R08627,103
10673,R08627,2002
10674,R08631,103
10675,R08631,2002
10676,R08640,103
10677,R08640,2002
10678,R08644,103
10679,R08644,2002
10680,R09703,2003
10681,R09703,244
10682,R07518,2003
10683,R07518,244
10684,R09723,2002
10685,R05261,243
10686,R05262,243
10687,R05264,243
10688,R05263,243
10689,R05414,331
10690,R05414,4294
10691,R09512,331
10692,R09512,4294
10693,R05365,7579
10694,R02000,1
10695,R02000,221
10696,R02000,7514
10697,R05666,150
10698,R05666,221
10699,R05666,304
10700,R05294,331
10701,R05294,4294
10702,R05294,66
10703,R05156,331
10704,R05156,4294
10705,R05156,66
10706,R05294,243
10707,R05156,243
10708,R02749,7528
10709,R01229,3018
10710,R01229,865
10711,R02142,3018
10712,R02142,865
10713,R08237,3018
10714,R08237,865
10715,R08238,3018
10716,R08238,865
10717,R08245,3018
10718,R08245,865
10719,R01132,3018
10720,R01132,865
10721,R09597,7573
10722,R09381,2006
10723,R02241,2006
10724,R02760,2006
10725,R09800,283
10726,R09801,2011
10727,R09801,325
10728,R08697,109
10729,R08697,141
10730,R09618,109
10731,R09618,141
10732,R09623,109
10733,R09623,141
10734,R09620,109
10735,R09620,141
10736,R09619,109
10737,R09619,141
10738,R09625,109
10739,R09625,141
10740,R09608,109
10741,R09608,141
10742,R09609,109
10743,R09609,141
10744,R09607,109
10745,R09607,141
10746,R09614,109
10747,R09614,141
10748,R10598,109
10749,R10598,141
10750,R10599,109
10751,R10599,141
10752,R09548,149
10753,R12128,149
10754,R09549,149
10755,R12129,149
10756,R12130,149
10757,R08545,109
10758,R08545,141
10759,R09624,109
10760,R09624,141
10761,R07648,109
10762,R09574,109
10763,R09574,141
10764,R09573,149
10765,R09616,109
10766,R09616,141
10767,R09629,109
10768,R09629,141
10769,R09887,109
10770,R09887,141
10771,R09893,109
10772,R09893,141
10773,R09626,109
10774,R09626,141
10775,R09627,109
10776,R09627,141
10777,R09712,109
10778,R09689,109
10779,R09688,109
10780,R06469,109
10781,R09604,149
10782,R09605,149
10783,R06471,109
10784,R06466,109
10785,R09743,109
10786,R09701,109
10787,R09710,109
10788,R09476,109
10789,R09711,109
10790,R09709,109
10791,R09713,109
10792,R09700,109
10793,R07276,3016
10794,R07276,7577
10795,R01966,10
10796,R01966,11
10797,R01966,2002
10798,R06225,10
10799,R06225,11
10800,R06225,2002
10801,R08715,10
10802,R08715,11
10803,R08715,2002
10804,R03397,2003
10805,R03399,2003
10806,R00081,5
10807,R00082,5
10808,R00280,107
10809,R00280,5
10810,R00785,107
10811,R00785,5
10812,R00783,107
10813,R00783,5
10814,R00784,107
10815,R00784,5
10816,R00143,107
10817,R00143,5
10818,R00284,107
10819,R00284,5
10820,R10649,2002
10821,R10649,2007
10822,R10650,2002
10823,R10650,2007
10824,R10651,2002
10825,R10651,2007
10826,R09837,2486
10827,R04507,4011
10828,R08733,4011
10829,R08738,4011
10830,R08743,4011
10831,R02794,4011
10832,R04580,4011
10833,R12109,2002
10834,R12109,2003
10835,R12110,2002
10836,R12110,2003
10837,R11539,7527
10838,R07295,7527
10839,R07318,243
10840,R11566,243
10841,R11565,243
10842,R12111,2002
10843,R12111,2003
10844,R09808,149
10845,R09809,149
10846,R02492,149
10847,R09446,149
10848,R06643,101
10849,R06643,2003
10850,R09269,101
10851,R09269,2003
10852,R10960,101
10853,R10960,2003
10854,R09633,7534
10855,R01659,7534
10856,R12638,7534
10857,R09730,7534
10858,R03264,2003
10859,R10412,2003
10860,R09697,2003
10861,R09825,3016
10862,R09825,7577
10863,R09842,213
10864,R09834,213
10865,R09834,7512
10866,R09841,2002
10867,R09841,70
10868,R09843,7516
10869,R10648,206
10870,R03632,2484
10871,R00162,2484
10872,R09814,149
10873,R09812,149
10874,R09813,149
10875,R09827,102
10876,R04529,3016
10877,R04529,7577
10878,R12669,7534
10879,R10266,2003
10880,R10099,2003
10881,R10099,208
10882,R10188,7512
10883,R00772,2007
10884,R01819,2007
10885,R01514,2004
10886,R01433,11
10887,R01433,2007
10888,R06203,11
10889,R06203,2007
10890,R01762,10
10891,R01762,5
10892,R11543,12
10893,R11543,2002
10894,R03162,109
10895,R03162,12
10896,R09327,304
10897,R06680,2003
10898,R06676,243
10899,R06681,243
10900,R09328,243
10901,R06677,2003
10902,R06682,2003
10903,R09331,7512
10904,R09332,7512
10905,R09334,217
10906,R09334,304
10907,R09335,217
10908,R09335,304
10909,R06683,2485
10910,R06687,101
10911,R06687,2003
10912,R06693,101
10913,R06693,2003
10914,R06690,149
10915,R06691,149
10916,R06692,149
10917,R06688,149
10918,R06689,149
10919,R09337,7579
10920,R10545,7579
10921,R06699,304
10922,R06700,304
10923,R10954,2485
10924,R06704,2485
10925,R11357,149
10926,R09859,149
10927,R11355,149
10928,R11356,149
10929,R09860,331
10930,R09860,1
10931,R09860,221
10932,R09860,7514
10933,R00004,2493
10934,R00004,5104
10935,R06450,7512
10936,R10656,149
10937,R06451,7512
10938,R06452,7512
10939,R02859,2003
10940,R02859,268
10941,R02858,2003
10942,R06458,2003
10943,R06458,222
10944,R06458,304
10945,R06458,6094
10946,R06458,7581
10947,R06459,2003
10948,R06459,222
10949,R06459,304
10950,R06459,6094
10951,R06459,7581
10952,R06458,236
10953,R06459,236
10954,R06458,6051
10955,R06459,6051
10956,R06459,7579
10957,R06464,149
10958,R10626,149
10959,R10627,149
10960,R06463,149
10961,R06462,149
10962,R10628,149
10963,R00885,10
10964,R00772,208
10965,R00772,7516
10966,R01819,208
10967,R01819,7516
10968,R06595,3016
10969,R06595,7577
10970,R06588,2484
10971,R09872,101
10972,R09872,2003
10973,R09870,101
10974,R09870,2003
10975,R09871,101
10976,R09871,2003
10977,R09953,2003
10978,R09953,298
10979,R09954,2003
10980,R09954,298
10981,R11361,149
10982,R11358,149
10983,R11359,149
10984,R11360,149
10985,R09819,4033
10986,R09819,4052
10987,R09819,633
10988,R04597,211
10989,R09883,7579
10990,R01834,278
10991,R02643,278
10992,R04827,278
10993,R07395,281
10994,R07393,281
10995,R07394,281
10996,R07392,2006
10997,R06228,7512
10998,R02778,7512
10999,R10852,2003
11000,R10851,2003
11001,R03758,2003
11002,R09903,109
11003,R09903,141
11004,R12058,149
11005,R09861,149
11006,R11978,149
11007,R09866,149
11008,R11658,149
11009,R09921,149
11010,R09865,149
11011,R09862,149
11012,R09863,149
11013,R09864,149
11014,R09874,109
11015,R09874,141
11016,R09945,206
11017,R09994,11
11018,R09994,12
11019,R09994,2002
11020,R11530,7512
11021,R06186,632
11022,R02110,632
11023,R02823,150
11024,R07098,150
11025,R09141,150
11026,R09148,150
11027,R01142,150
11028,R01143,150
11029,R02823,640
11030,R07098,640
11031,R09141,640
11032,R09148,640
11033,R01142,640
11034,R01143,640
11035,R02823,1
11036,R02823,221
11037,R02823,7514
11038,R07098,1
11039,R07098,221
11040,R09141,1
11041,R09141,221
11042,R09141,7514
11043,R09148,1
11044,R09148,221
11045,R09148,7514
11046,R01142,1
11047,R01142,221
11048,R01142,7514
11049,R01143,1
11050,R01143,221
11051,R01143,7514
11052,R03868,620
11053,R05579,4033
11054,R05579,4052
11055,R05579,633
11056,R10014,2002
11057,R10010,2002
11058,R10011,2003
11059,R01476,212
11060,R01476,7516
11061,R03632,330
11062,R00162,330
11063,R03632,216
11064,R03632,314
11065,R00162,216
11066,R00162,314
11067,R09912,109
11068,R09914,109
11069,R09916,109
11070,R09917,109
11071,R09913,109
11072,R09943,5
11073,R06245,109
11074,R10810,109
11075,R01445,109
11076,R09946,2004
11077,R09939,2003
11078,R09932,2003
11079,R09940,2003
11080,R09973,141
11081,R03560,150
11082,R03608,150
11083,R10042,150
11084,R10043,150
11085,R03560,304
11086,R03608,304
11087,R10042,304
11088,R10043,304
11089,R03560,221
11090,R03608,221
11091,R10042,221
11092,R10043,221
11093,R03560,1
11094,R03560,7514
11095,R03608,1
11096,R03608,7514
11097,R10042,1
11098,R10042,7514
11099,R10043,1
11100,R10043,7514
11101,R10813,3556
11102,R00435,3556
11103,R00441,3556
11104,R00442,3556
11105,R00443,3556
11106,R00444,3556
11107,R11597,149
11108,R10030,149
11109,R11639,149
11110,R11640,149
11111,R11598,149
11112,R10034,149
11113,R11641,149
11114,R11642,149
11115,R09151,243
11116,R09152,243
11117,R03559,243
11118,R05429,243
11119,R06831,243
11120,R06856,243
11121,R03543,243
11122,R05397,2003
11123,R06832,2003
11124,R06857,2003
11125,R04088,2003
11126,R05354,2003
11127,R07703,2003
11128,R00812,2003
11129,R05247,243
11130,R10049,2002
11131,R10050,2002
11132,R08568,2002
11133,R03315,101
11134,R01055,7549
11135,R03315,7549
11136,R00164,207
11137,R02053,11
11138,R03107,11
11139,R07379,11
11140,R07387,11
11141,R01313,11
11142,R01315,11
11143,R01317,11
11144,R07064,11
11145,R07859,11
11146,R02053,109
11147,R03107,109
11148,R07379,109
11149,R07387,109
11150,R01313,109
11151,R01315,109
11152,R01317,109
11153,R07064,109
11154,R07859,109
11155,R04587,222
11156,R12926,222
11157,R10117,212
11158,R10121,212
11159,R04428,212
11160,R04535,212
11161,R04537,212
11162,R04544,212
11163,R04568,212
11164,R04954,212
11165,R04965,212
11166,R10208,212
11167,R02056,109
11168,R05778,211
11169,R06632,211
11170,R06633,2002
11171,R06633,3016
11172,R06633,7577
11173,R06626,3016
11174,R06626,7577
11175,R06634,3016
11176,R06634,7577
11177,R06625,7581
11178,R06624,2486
11179,R05518,221
11180,R06428,221
11181,R11034,221
11182,R10595,7512
11183,R10833,7512
11184,R10594,7512
11185,R07839,286
11186,R04478,7567
11187,R10123,149
11188,R02027,10
11189,R02027,177
11190,R02052,10
11191,R02052,177
11192,R03332,10
11193,R03332,177
11194,R07381,10
11195,R07381,177
11196,R01312,10
11197,R01312,177
11198,R12078,7516
11199,R12079,7516
11200,R12080,10
11201,R12080,3627
11202,R12080,7516
11203,R06531,212
11204,R10113,2003
11205,R10112,217
11206,R10112,304
11207,R10484,70
11208,R10142,213
11209,R10391,7542
11210,R10392,7542
11211,R10393,7542
11212,R10394,7542
11213,R10395,7542
11214,R10396,7542
11215,R09720,7542
11216,R03444,7542
11217,R10391,2487
11218,R10392,2487
11219,R10393,2487
11220,R10394,2487
11221,R10395,2487
11222,R10396,2487
11223,R09720,2487
11224,R03444,2487
11225,R04452,2007
11226,R02054,219
11227,R04034,219
11228,R07860,219
11229,R01314,219
11230,R01316,219
11231,R02053,219
11232,R03107,219
11233,R07379,219
11234,R07387,219
11235,R01313,219
11236,R01315,219
11237,R01317,219
11238,R07064,219
11239,R07859,219
11240,R02054,7579
11241,R07860,7579
11242,R01314,7579
11243,R01316,7579
11244,R07981,4110
11245,R02106,4110
11246,R06604,230
11247,R09514,244
11248,R03925,2007
11249,R05693,2003
11250,R07137,276
11251,R07633,70
11252,R00961,221
11253,R10235,221
11254,R00776,11
11255,R12425,314
11256,R10175,7516
11257,R12077,7516
11258,R10178,3016
11259,R10178,7577
11260,R10179,3016
11261,R10179,7577
11262,R10172,7581
11263,R10858,2003
11264,R10858,244
11265,R10853,2003
11266,R10853,244
11267,R10854,2003
11268,R10854,244
11269,R10855,2003
11270,R10855,244
11271,R10856,2003
11272,R10856,244
11273,R10857,2003
11274,R10857,244
11275,R02986,327
11276,R02986,4011
11277,R02986,7584
11278,R02987,231
11279,R02987,325
11280,R02987,331
11281,R02987,217
11282,R02987,244
11283,R02987,179
11284,R00885,7528
11285,R01818,208
11286,R01818,7516
11287,R09517,4033
11288,R09517,4052
11289,R09517,633
11290,R09520,2007
11291,R09748,2007
11292,R10180,3016
11293,R10180,7577
11294,R01667,159
11295,R01668,159
11296,R02585,209
11297,R10056,101
11298,R07177,4294
11299,R01861,2004
11300,R02809,2004
11301,R07365,304
11302,R02574,10
11303,R09997,2002
11304,R10001,2002
11305,R09500,1
11306,R09500,1001
11307,R09500,2003
11308,R09786,2002
11309,R09513,331
11310,R09513,4294
11311,R09513,66
11312,R09513,243
11313,R03575,1
11314,R03575,1001
11315,R03575,2003
11316,R07229,1001
11317,R03575,205
11318,R07229,205
11319,R03575,11
11320,R07229,11
11321,R10249,2003
11322,R09930,2003
11323,R10248,2003
11324,R10289,2003
11325,R09931,2003
11326,R10250,101
11327,R10251,101
11328,R07240,101
11329,R10250,2003
11330,R10251,2003
11331,R07240,2003
11332,R10252,101
11333,R10528,2003
11334,R00608,2003
11335,R00608,244
11336,R00637,2003
11337,R00637,244
11338,R09553,2007
11339,R09553,4002
11340,R00614,2007
11341,R00614,4002
11342,R00614,2003
11343,R00614,236
11344,R03601,3016
11345,R03601,7577
11346,R07274,3016
11347,R07274,7577
11348,R00897,3016
11349,R00897,7577
11350,R00603,109
11351,R00603,2485
11352,R08901,7567
11353,R06862,7522
11354,R06862,7574
11355,R01440,7522
11356,R01440,7574
11357,R01800,3883
11358,R04158,2002
11359,R04520,141
11360,R01498,109
11361,R01498,12
11362,R10296,2002
11363,R10297,2002
11364,R10259,2002
11365,R10256,7512
11366,R10290,7512
11367,R10291,7512
11368,R10292,7512
11369,R10298,2002
11370,R10299,2002
11371,R10261,2002
11372,R08809,7581
11373,R08807,7581
11374,R10233,7581
11375,R10305,2003
11376,R01283,3016
11377,R01283,7577
11378,R08633,3016
11379,R08633,7577
11380,R10152,2003
11381,R12163,107
11382,R12164,107
11383,R12096,246
11384,R12096,805
11385,R12097,246
11386,R12097,805
11387,R10203,2002
11388,R11457,2002
11389,R09499,2003
11390,R09499,244
11391,R10059,304
11392,R09521,304
11393,R09522,304
11394,R01851,5
11395,R10330,2007
11396,R10330,278
11397,R03388,7501
11398,R10332,7501
11399,R00380,376
11400,R00380,4
11401,R04858,376
11402,R04858,4
11403,R10407,2010
11404,R10407,7537
11405,R10408,7577
11406,R10322,149
11407,R10321,149
11408,R10162,149
11409,R10323,149
11410,R10335,2005
11411,R10336,2005
11412,R10333,1
11413,R10333,304
11414,R10344,131
11415,R10345,131
11416,R10348,230
11417,R00353,2486
11418,R00930,2486
11419,R00353,325
11420,R00930,325
11421,R01818,185
11422,R01818,650
11423,R02584,109
11424,R11400,206
11425,R12293,206
11426,R03913,376
11427,R03914,376
11428,R00164,221
11429,R11180,2006
11430,R04527,10
11431,R04527,12
11432,R04527,2002
11433,R06140,10
11434,R06140,12
11435,R06140,2002
11436,R09756,2002
11437,R10399,2002
11438,R10400,2002
11439,R03712,149
11440,R05727,149
11441,R10076,149
11442,R07205,149
11443,R07206,149
11444,R06119,149
11445,R00977,187
11446,R00977,2003
11447,R01414,187
11448,R01414,2003
11449,R11026,187
11450,R11026,2003
11451,R00977,2002
11452,R01414,2002
11453,R11026,2002
11454,R02243,4021
11455,R08678,2007
11456,R11946,2007
11457,R11947,2007
11458,R10728,149
11459,R03866,149
11460,R02395,2003
11461,R02395,222
11462,R07134,2003
11463,R03322,2003
11464,R02906,2003
11465,R02907,243
11466,R02260,2003
11467,R07346,2003
11468,R09477,2002
11469,R09989,2003
11470,R09990,2003
11471,R10128,2003
11472,R10156,2003
11473,R02229,2003
11474,R02553,2003
11475,R08212,2003
11476,R01022,2003
11477,R08211,2003
11478,R00041,2003
11479,R00129,2003
11480,R10288,2003
11481,R10267,2003
11482,R10268,2003
11483,R10280,2003
11484,R10281,2003
11485,R09480,107
11486,R09590,206
11487,R09715,109
11488,R09833,221
11489,R07143,2003
11490,R07143,236
11491,R07144,2003
11492,R07144,236
11493,R09783,7524
11494,R10445,10
11495,R10414,149
11496,R10416,149
11497,R01869,2002
11498,R09738,2003
11499,R09738,236
11500,R10325,244
11501,R10326,244
11502,R10331,244
11503,R07598,11
11504,R07598,3752
11505,R08086,7524
11506,R10462,102
11507,R10462,316
11508,R03743,247
11509,R04318,247
11510,R06363,247
11511,R03056,213
11512,R03824,141
11513,R04801,141
11514,R05341,141
11515,R06962,141
11516,R07856,141
11517,R10508,141
11518,R09782,5
11519,R09496,2003
11520,R09811,136
11521,R09811,149
11522,R07061,136
11523,R07061,149
11524,R09905,136
11525,R09905,149
11526,R07062,136
11527,R07062,149
11528,R03027,222
11529,R11166,5
11530,R10517,2003
11531,R10517,244
11532,R07171,2003
11533,R07171,244
11534,R11061,2003
11535,R10316,149
11536,R10313,149
11537,R10314,149
11538,R10315,149
11539,R07867,149
11540,R09699,149
11541,R09817,149
11542,R09815,149
11543,R09816,149
11544,R10158,149
11545,R00789,2003
11546,R00789,296
11547,R00789,4294
11548,R03770,206
11549,R02432,316
11550,R09047,316
11551,R06289,2003
11552,R06289,244
11553,R06290,2003
11554,R06290,244
11555,R05715,2003
11556,R05715,244
11557,R05716,2003
11558,R05716,244
11559,R10464,3883
11560,R09502,911
11561,R09504,150
11562,R02461,2002
11563,R02461,2007
11564,R02461,872
11565,R02461,3269
11566,R02687,213
11567,R02688,213
11568,R05209,213
11569,R01369,213
11570,R02250,213
11571,R11229,206
11572,R10557,5
11573,R10558,5
11574,R10560,5
11575,R10514,208
11576,R10561,212
11577,R10561,304
11578,R10279,2003
11579,R09797,5
11580,R12769,5
11581,R12770,5
11582,R07634,2003
11583,R11952,149
11584,R10562,149
11585,R11949,149
11586,R10533,109
11587,R10533,141
11588,R00590,2003
11589,R11100,2003
11590,R11099,2003
11591,R00052,180
11592,R07181,2485
11593,R07181,244
11594,R07181,2007
11595,R00700,2007
11596,R10390,1
11597,R10390,7514
11598,R09508,205
11599,R09508,221
11600,R09508,5100
11601,R09508,7556
11602,R09508,2485
11603,R09508,4335
11604,R09508,633
11605,R09508,3697
11606,R10589,7581
11607,R10590,7581
11608,R11589,7581
11609,R11590,7581
11610,R11588,7581
11611,R11586,7581
11612,R11587,7581
11613,R00700,2485
11614,R00700,4335
11615,R00700,633
11616,R00700,205
11617,R00700,221
11618,R04015,2007
11619,R04015,4024
11620,R09071,3740
11621,R03275,2007
11622,R03275,872
11623,R02852,2007
11624,R02852,872
11625,R03349,2003
11626,R10564,2002
11627,R10564,213
11628,R03030,222
11629,R00019,4025
11630,R00019,4272
11631,R10324,231
11632,R10324,325
11633,R10324,217
11634,R10324,244
11635,R10324,179
11636,R00019,2007
11637,R02585,197
11638,R02585,220
11639,R02585,221
11640,R02585,7
11641,R09125,4160
11642,R09473,179
11643,R09473,107
11644,R09473,231
11645,R02585,2496
11646,R02585,109
11647,R02585,3285
11648,R10192,5
11649,R03137,7579
11650,R12826,10
11651,R07185,10
11652,R07186,10
11653,R07187,10
11654,R10157,10
11655,R10145,10
11656,R10143,10
11657,R10144,10
11658,R10446,10
11659,R05747,2007
11660,R10522,10
11661,R05275,2003
11662,R05275,298
11663,R03630,4294
11664,R03385,244
11665,R03386,244
11666,R05148,331
11667,R05148,4294
11668,R05148,66
11669,R05148,243
11670,R01633,7510
11671,R02585,376
11672,R03330,376
11673,R06875,376
11674,R03363,376
11675,R10928,376
11676,R10154,2003
11677,R10155,2003
11678,R10526,213
11679,R10529,213
11680,R01039,2002
11681,R10532,2002
11682,R10532,218
11683,R10550,2002
11684,R10537,2485
11685,R10537,328
11686,R10563,2002
11687,R09890,141
11688,R09896,141
11689,R09835,141
11690,R09889,141
11691,R10273,141
11692,R10585,109
11693,R10269,109
11694,R09687,109
11695,R09687,141
11696,R09888,109
11697,R09888,141
11698,R10343,2003
11699,R01392,129
11700,R02527,129
11701,R00465,129
11702,R00471,2002
11703,R07147,236
11704,R01096,236
11705,R07147,2003
11706,R08544,236
11707,R10428,2003
11708,R10428,236
11709,R10429,2003
11710,R10429,236
11711,R10615,7524
11712,R00469,304
11713,R00102,237
11714,R05771,2007
11715,R03874,5
11716,R03378,206
11717,R10270,3016
11718,R10270,7577
11719,R10575,217
11720,R10575,304
11721,R10346,109
11722,R10346,12
11723,R10346,3880
11724,R10579,10
11725,R10579,109
11726,R10579,12
11727,R10635,244
11728,R10636,244
11729,R11504,244
11730,R11505,244
11731,R10660,278
11732,R10660,604
11733,R10660,187
11734,R10660,221
11735,R11525,244
11736,R11526,244
11737,R11449,244
11738,R10702,150
11739,R07201,2003
11740,R10555,2003
11741,R10555,3651
11742,R10583,301
11743,R01302,301
11744,R10597,301
11745,R07710,331
11746,R07710,4294
11747,R07710,66
11748,R07709,331
11749,R07709,4294
11750,R07709,66
11751,R07710,243
11752,R07709,243
11753,R10109,10
11754,R10110,10
11755,R10111,10
11756,R01634,281
11757,R04151,2003
11758,R04339,2003
11759,R04339,3692
11760,R04340,2003
11761,R04340,3692
11762,R05643,7524
11763,R05623,2003
11764,R10341,4194
11765,R10588,2003
11766,R10668,2011
11767,R10667,2002
11768,R10695,2002
11769,R10673,2002
11770,R02490,222
11771,R02491,222
11772,R00487,213
11773,R10677,206
11774,R10678,206
11775,R10693,206
11776,R10679,206
11777,R10640,7527
11778,R10641,7527
11779,R10674,2002
11780,R10415,10
11781,R10556,2005
11782,R10556,210
11783,R10485,2486
11784,R07181,3697
11785,R07181,4335
11786,R07181,633
11787,R07181,205
11788,R07181,221
11789,R07181,5100
11790,R07181,581
11791,R07181,7556
11792,R03688,2002
11793,R03688,218
11794,R10691,11
11795,R03942,2003
11796,R10788,2003
11797,R10995,2003
11798,R03772,2002
11799,R00589,1
11800,R00589,2002
11801,R02450,7522
11802,R02450,7574
11803,R02450,205
11804,R02450,2004
11805,R02450,2003
11806,R07222,1
11807,R07222,2003
11808,R07294,1
11809,R07294,2003
11810,R05864,11
11811,R09960,11
11812,R05298,103
11813,R05298,2002
11814,R09097,2003
11815,R09097,298
11816,R10419,2003
11817,R10419,244
11818,R10438,2003
11819,R10438,244
11820,R10704,2003
11821,R10705,223
11822,R10705,4019
11823,R12566,2486
11824,R05772,2486
11825,R05773,2486
11826,R04374,286
11827,R00187,304
11828,R00187,7515
11829,R09717,1
11830,R09717,2002
11831,R09718,1
11832,R09718,2002
11833,R09958,2486
11834,R07312,374
11835,R10187,7512
11836,R10304,2002
11837,R10304,70
11838,R10182,7516
11839,R09879,221
11840,R09880,221
11841,R00138,601
11842,R00138,868
11843,R00881,221
11844,R00951,221
11845,R01885,221
11846,R02677,221
11847,R03570,221
11848,R00160,221
11849,R11889,64
11850,R10617,7567
11851,R09876,2002
11852,R09649,7579
11853,R09680,7579
11854,R09650,7579
11855,R10621,2011
11856,R10621,325
11857,R10553,2011
11858,R10553,325
11859,R00913,2006
11860,R07639,2486
11861,R11221,2003
11862,R10765,109
11863,R12996,109
11864,R03632,102
11865,R03632,3602
11866,R00162,3602
11867,R01547,2004
11868,R11319,2004
11869,R00127,2004
11870,R01547,221
11871,R11319,221
11872,R00127,221
11873,R11894,221
11874,R11895,221
11875,R00124,221
11876,R00139,221
11877,R00156,221
11878,R00330,221
11879,R00331,221
11880,R00570,221
11881,R00722,221
11882,R01137,221
11883,R01857,221
11884,R02093,221
11885,R02326,221
11886,R02331,221
11887,R03530,221
11888,R12853,221
11889,R09647,246
11890,R09648,246
11891,R05783,7552
11892,R01126,10
11893,R01126,2007
11894,R00402,278
11895,R00402,604
11896,R00402,187
11897,R00402,221
11898,R10867,109
11899,R09875,210
11900,R10758,2003
11901,R10758,2007
11902,R10758,206
11903,R01370,2003
11904,R01371,2003
11905,R03337,2003
11906,R03339,2003
11907,R03373,2003
11908,R12252,2003
11909,R01711,2003
11910,R01712,7577
11911,R01707,2003
11912,R02993,2003
11913,R04524,129
11914,R04524,2003
11915,R03461,281
11916,R06134,7579
11917,R01649,7579
11918,R02360,11
11919,R10519,2003
11920,R10519,298
11921,R10698,3016
11922,R10698,7577
11923,R10547,2006
11924,R06176,2484
11925,R01441,2484
11926,R08967,212
11927,R08967,304
11928,R09942,109
11929,R09942,12
11930,R01980,212
11931,R01980,304
11932,R10659,3896
11933,R10761,10
11934,R10761,158
11935,R10766,10
11936,R10766,158
11937,R10762,141
11938,R10769,327
11939,R10769,4011
11940,R10769,7584
11941,R10770,327
11942,R10770,7584
11943,R10779,212
11944,R10779,304
11945,R01470,11
11946,R01030,11
11947,R00857,1065
11948,R00857,109
11949,R01030,1065
11950,R01030,109
11951,R01470,1065
11952,R01470,109
11953,R02029,2006
11954,R09643,222
11955,R10614,7527
11956,R02084,7527
11957,R11621,7516
11958,R12869,7516
11959,R11614,7516
11960,R12865,7516
11961,R12587,246
11962,R00118,246
11963,R10784,10
11964,R09941,12
11965,R10098,12
11966,R10811,5
11967,R10829,5
11968,R10832,109
11969,R10832,12
11970,R09531,2003
11971,R09531,3699
11972,R10432,7516
11973,R04987,244
11974,R08768,244
11975,R04145,70
11976,R09729,206
11977,R09666,7516
11978,R06214,7516
11979,R01192,7516
11980,R12426,314
11981,R09753,7512
11982,R09754,7512
11983,R04062,2003
11984,R10658,2003
11985,R10657,2003
11986,R07247,281
11987,R07247,3016
11988,R07247,7577
11989,R10452,2003
11990,R07248,7579
11991,R09474,7579
11992,R02251,7579
11993,R02694,7579
11994,R02191,213
11995,R03903,213
11996,R10802,7564
11997,R10785,2003
11998,R10785,298
11999,R09595,2003
12000,R09595,206
12001,R09631,323
12002,R10166,2003
12003,R10449,2003
12004,R10450,2003
12005,R10060,2003
12006,R07243,2003
12007,R10061,2003
12008,R10817,2002
12009,R10818,2002
12010,R01169,2003
12011,R10523,2003
12012,R10524,2003
12013,R04436,2003
12014,R11013,209
12015,R11013,620
12016,R11023,7577
12017,R11864,7577
12018,R11865,7577
12019,R05746,2003
12020,R10836,184
12021,R10836,325
12022,R10836,7544
12023,R10837,184
12024,R10837,325
12025,R10837,7544
12026,R10838,184
12027,R10838,325
12028,R10838,7544
12029,R10484,196
12030,R10484,2002
12031,R10484,2003
12032,R10484,7
12033,R00436,3614
12034,R07640,3614
12035,R00436,604
12036,R07640,604
12037,R11029,1058
12038,R00375,1058
12039,R00376,1058
12040,R00377,1058
12041,R00378,1058
12042,R00379,1058
12043,R08057,223
12044,R10860,7524
12045,R12500,205
12046,R12500,304
12047,R10593,2003
12048,R10593,236
12049,R10841,2003
12050,R10842,2003
12051,R10846,2002
12052,R10847,2002
12053,R10847,218
12054,R11083,2002
12055,R11083,218
12056,R02585,4
12057,R02585,7525
12058,R00164,330
12059,R10850,7512
12060,R12902,7512
12061,R02689,7516
12062,R12898,7516
12063,R04377,7516
12064,R12899,7516
12065,R10807,7516
12066,R09907,109
12067,R09908,109
12068,R07824,3570
12069,R07825,3570
12070,R10905,3570
12071,R10871,207
12072,R00078,241
12073,R10054,2003
12074,R10054,298
12075,R00446,2003
12076,R00446,298
12077,R02317,2003
12078,R02317,298
12079,R01628,2485
12080,R09252,4033
12081,R09252,4052
12082,R09252,633
12083,R10601,4033
12084,R10601,4052
